43494,"Friday",30997741571,1,"BEAUTY",2195
41683,"Thursday",7418226988,1,"PERSONAL CARE",4946
63607,"Monday",2100061531,1,"GROCERY DRY GOODS",4601
4092,"Friday",65356928981,1,"TOYS",8007
15011,"Sunday",2370001480,2,"FROZEN FOODS",4061
15233,"Sunday",30187501202,1,"BEAUTY",4603
166767,"Wednesday",1111126270,1,"PERSONAL CARE",3163
3934,"Friday",3700084930,1,"HOUSEHOLD CHEMICALS/SUPP",505
153671,"Monday",2100061526,1,"DAIRY",7958
79361,"Wednesday",7874208275,1,"GROCERY DRY GOODS",2901
65971,"Monday",7278281824,1,"OFFICE SUPPLIES",5005
86982,"Friday",896110116645,1,"MENSWEAR",2712
102418,"Sunday",75116620612,1,"HOUSEHOLD CHEMICALS/SUPP",9140
13293,"Sunday",4167993166,1,"PHARMACY OTC",406
173131,"Friday",3700081114,1,"HOUSEHOLD CHEMICALS/SUPP",8915
31357,"Tuesday",3087811012,1,"SPORTING GOODS",5212
77197,"Wednesday",7874235202,1,"DAIRY",1515
36443,"Wednesday",4155452944,1,"BEAUTY",2235
104161,"Sunday",88694418447,1,"BRAS & SHAPEWEAR",2797
88313,"Friday",1410008543,1,"COMM BREAD",3736
116717,"Tuesday",4900000044,1,"DSD GROCERY",9546
158834,"Tuesday",2260064214,1,"PHARMACY OTC",4502
173265,"Friday",3600037373,2,"HOUSEHOLD PAPER GOODS",2050
131130,"Friday",1500007004,1,"INFANT CONSUMABLE HARDLINES",3156
151506,"Monday",4087,1,"PRODUCE",7803
15852,"Sunday",74677516530,1,"TOYS",1504
177217,"Friday",7160300122,1,"BEAUTY",3502
101813,"Sunday",3444194407,1,"COOK AND DINE",90
43902,"Friday",1330245285,2,"LAWN AND GARDEN",2571
163957,"Wednesday",4175600300,1,"GROCERY DRY GOODS",3254
183543,"Saturday",4400003442,1,"DSD GROCERY",3717
39545,"Thursday",2900000822,1,"DAIRY",1251
68786,"Monday",7874235201,1,"DAIRY",1515
170558,"Thursday",78114753920,1,"INFANT APPAREL",6804
22276,"Monday",7248600220,4,"GROCERY DRY GOODS",4157
4984,"Friday",20966500000,1,"SERVICE DELI",7010
103925,"Sunday",4077306454,1,"BATH AND SHOWER",1321
105437,"Sunday",71496316540,1,"OFFICE SUPPLIES",6757
14969,"Sunday",3010010037,1,"DSD GROCERY",4302
149413,"Sunday",5100011464,1,"GROCERY DRY GOODS",2401
923,"Friday",5330007313,1,"MENSWEAR",2109
135405,"Friday",88842424255,1,"MENSWEAR",2553
100972,"Sunday",68113169940,1,"PHARMACY OTC",2012
169384,"Thursday",3500026918,1,"PERSONAL CARE",3154
169323,"Thursday",66553830675,1,"BATH AND SHOWER",1431
140231,"Saturday",4740005381,1,"PERSONAL CARE",1403
102618,"Sunday",7874209131,1,"GROCERY DRY GOODS",3559
138874,"Saturday",60502100088,1,"GROCERY DRY GOODS",4264
8998,"Saturday",2363748472,1,"CANDY, TOBACCO, COOKIES",39
93554,"Saturday",2400036703,1,"GROCERY DRY GOODS",2762
148433,"Sunday",880632366698,1,"LADIESWEAR",312
137190,"Saturday",471753571908,1,"MENSWEAR",4478
106279,"Sunday",4480000141,1,"GROCERY DRY GOODS",4451
29773,"Tuesday",7778200813,2,"MEAT - FRESH & FROZEN",6106
165895,"Wednesday",3223906503,3,"GROCERY DRY GOODS",2998
116438,"Tuesday",61300871585,1,"DSD GROCERY",3052
80417,"Wednesday",7225000398,1,"COMM BREAD",3704
122219,"Wednesday",4321360145,2,"BRAS & SHAPEWEAR",1900
57188,"Sunday",4011,1,"PRODUCE",5501
112850,"Tuesday",3485622698,1,"DSD GROCERY",4680
10255,"Saturday",4022,1,"PRODUCE",2005
99410,"Saturday",5210002745,1,"GROCERY DRY GOODS",4252
123247,"Wednesday",1820000769,1,"LIQUOR,WINE,BEER",101
190384,"Sunday",79936619533,1,"WIRELESS",940
100741,"Sunday",7756745831,1,"FROZEN FOODS",1855
130125,"Thursday",3600072444,1,"PERSONAL CARE",3064
121747,"Wednesday",85324700325,1,"DSD GROCERY",3460
114715,"Tuesday",4235,1,"PRODUCE",5580
46300,"Friday",5210002738,1,"GROCERY DRY GOODS",4252
136949,"Saturday",4016,1,"PRODUCE",1201
157368,"Tuesday",4048,1,"PRODUCE",901
95862,"Saturday",72450400033,1,"FABRICS AND CRAFTS",1052
20964,"Monday",4034,1,"PRODUCE",6701
178880,"Saturday",5150072001,1,"GROCERY DRY GOODS",2651
122661,"Wednesday",1326263752,2,"GIRLS WEAR, 4-6X  AND 7-14",117
112094,"Monday",7432308129,1,"COMM BREAD",3724
13842,"Sunday",88381393242,1,"SPORTING GOODS",8020
17678,"Sunday",3338365162,1,"PRODUCE",7080
39567,"Thursday",68113104909,1,"BEAUTY",6080
48864,"Friday",9147596000,1,"DAIRY",1405
113635,"Tuesday",78778077010,1,"GROCERY DRY GOODS",3308
19378,"Sunday",1300000897,1,"GROCERY DRY GOODS",2301
27141,"Tuesday",5527096112,1,"GROCERY DRY GOODS",3030
94782,"Saturday",3064178516,1,"HORTICULTURE AND ACCESS",5392
120373,"Wednesday",61126911357,1,"DSD GROCERY",3467
99021,"Saturday",1340935231,1,"GROCERY DRY GOODS",2351
103837,"Sunday",60538871458,1,"DAIRY",9127
23491,"Monday",3700045536,1,"HOUSEHOLD CHEMICALS/SUPP",8910
161087,"Tuesday",1590000211,1,"PRE PACKED DELI",7502
188660,"Sunday",9047821622,1,"GROCERY DRY GOODS",2998
179212,"Saturday",2310010306,1,"PETS AND SUPPLIES",817
7870,"Saturday",66283450159,1,"OPTICAL - FRAMES",5001
58509,"Sunday",2100002679,1,"GROCERY DRY GOODS",2452
12080,"Saturday",20154200000,1,"SERVICE DELI",8001
50712,"Saturday",3700092976,1,"HOUSEHOLD PAPER GOODS",1030
11596,"Saturday",30869740159,1,"PERSONAL CARE",802
78615,"Wednesday",60538862097,1,"FINANCIAL SERVICES",0
189986,"Sunday",7255400152,1,"FROZEN FOODS",1851
12433,"Saturday",2840020131,1,"DSD GROCERY",9251
170263,"Thursday",5190001603,1,"PRE PACKED DELI",1350
93403,"Saturday",3700080805,1,"PERSONAL CARE",27
142076,"Saturday",4670462075,1,"FROZEN FOODS",9705
112705,"Monday",7874204989,1,"FROZEN FOODS",9139
179695,"Saturday",88875105762,1,"PLAYERS AND ELECTRONICS",8701
63667,"Monday",68113163351,1,"FINANCIAL SERVICES",275
73130,"Tuesday",4100000287,1,"GROCERY DRY GOODS",3351
113026,"Tuesday",68113157393,1,"HOUSEHOLD PAPER GOODS",7010
27554,"Tuesday",8390000575,1,"DSD GROCERY",3054
109761,"Monday",4740009787,1,"PERSONAL CARE",55
123794,"Wednesday",7316199105,1,"BATH AND SHOWER",4907
27141,"Tuesday",20108800000,1,"SERVICE DELI",8014
146794,"Sunday",76594021358,1,"FABRICS AND CRAFTS",2655
184361,"Saturday",7940076420,1,"PERSONAL CARE",1
133689,"Friday",76211188808,1,"GROCERY DRY GOODS",3309
149594,"Sunday",78616208000,1,"DSD GROCERY",3006
55919,"Saturday",7410861146,1,"PERSONAL CARE",5101
169273,"Thursday",4900000977,1,"DSD GROCERY",9211
136279,"Friday",4900003165,1,"DSD GROCERY",9205
60722,"Sunday",5200012196,1,"DSD GROCERY",4607
98894,"Saturday",1200080994,1,"DSD GROCERY",9516
14926,"Sunday",7874236939,3,"GROCERY DRY GOODS",2804
76851,"Wednesday",4400003214,2,"IMPULSE MERCHANDISE",804
73765,"Tuesday",4900003165,1,"DSD GROCERY",9205
190658,"Sunday",88883305382,1,"SHOES",4378
63298,"Monday",1131173490,1,"LADIESWEAR",3902
135782,"Friday",3345605008,1,"DAIRY",1553
41664,"Thursday",4850002013,1,"DAIRY",1404
159098,"Tuesday",7047000310,1,"DAIRY",1351
139169,"Saturday",2149600702,1,"LAWN AND GARDEN",5643
145701,"Sunday",4300002825,2,"DSD GROCERY",4624
58232,"Sunday",68113107862,2,"BAKERY",5017
108128,"Monday",5210002735,1,"GROCERY DRY GOODS",4252
128379,"Thursday",3338365322,1,"PRODUCE",7601
142793,"Saturday",3800092668,1,"GROCERY DRY GOODS",3600
165253,"Wednesday",1380010334,1,"FROZEN FOODS",1907
181274,"Saturday",38137102065,1,"PERSONAL CARE",3070
12245,"Saturday",3663203221,1,"DAIRY",1450
14274,"Sunday",3940001972,1,"GROCERY DRY GOODS",2827
160929,"Tuesday",88652485583,1,"SHOES",4000
29627,"Tuesday",3400013850,1,"CANDY, TOBACCO, COOKIES",89
175718,"Friday",4155427594,1,"BEAUTY",2250
66360,"Monday",22616800000,1,"MEAT - FRESH & FROZEN",6405
10755,"Saturday",7874235186,3,"DAIRY",1508
147856,"Sunday",3663202809,1,"DAIRY",1443
189176,"Sunday",3700009985,2,"PERSONAL CARE",3164
18216,"Sunday",81829001420,1,"DAIRY",1436
65049,"Monday",3400000522,1,"IMPULSE MERCHANDISE",115
50397,"Saturday",6132837704,1,"HOUSEHOLD PAPER GOODS",3091
57465,"Sunday",2316911934,1,"HOME MANAGEMENT",1166
82457,"Thursday",68113102536,1,"HOUSEHOLD PAPER GOODS",5010
96974,"Saturday",3867514950,1,"TOYS",6115
125215,"Thursday",3120020300,1,"DSD GROCERY",4639
168235,"Thursday",7874205654,1,"GROCERY DRY GOODS",2764
58568,"Sunday",70592805200,1,"PHARMACY OTC",1100
164251,"Wednesday",6905583744,1,"PERSONAL CARE",411
15349,"Sunday",1727622687,1,"PHARMACY OTC",3516
50498,"Saturday",4171623215,1,"DAIRY",7953
160371,"Tuesday",7294011615,1,"GROCERY DRY GOODS",2404
189394,"Sunday",71514111356,1,"DAIRY",9020
28121,"Tuesday",7675333169,1,"COOK AND DINE",3704
155454,"Monday",25088200000,1,"SERVICE DELI",8001
49564,"Saturday",89470001006,1,"DAIRY",1450
167729,"Thursday",4740009995,1,"PERSONAL CARE",55
131792,"Friday",4800171127,1,"GROCERY DRY GOODS",2707
125856,"Thursday",1200000233,2,"DSD GROCERY",9575
144196,"Sunday",3165513101,1,"BEAUTY",3110
36330,"Wednesday",3600038571,1,"HOUSEHOLD PAPER GOODS",3099
140815,"Saturday",5150000286,1,"GROCERY DRY GOODS",4052
117756,"Tuesday",2370001485,1,"FROZEN FOODS",4061
185391,"Sunday",1450001579,2,"FROZEN FOODS",1750
31016,"Tuesday",7874205338,2,"FROZEN FOODS",1752
134189,"Friday",81832601170,1,"HOME DECOR",2518
180045,"Saturday",60538896309,2,"FINANCIAL SERVICES",276
103520,"Sunday",82342062161,1,"HARDWARE",6850
87995,"Friday",1254600191,1,"IMPULSE MERCHANDISE",135
183734,"Saturday",7524310514,1,"DAIRY",1507
122554,"Wednesday",60538818696,1,"DAIRY",7983
172910,"Friday",471984904022,-1,"GIRLS WEAR, 4-6X  AND 7-14",2710
112389,"Monday",60538862128,1,"FINANCIAL SERVICES",0
85846,"Thursday",60538898808,1,"GROCERY DRY GOODS",3301
80960,"Wednesday",81832601283,1,"HOME DECOR",2523
175254,"Friday",22877700000,1,"MEAT - FRESH & FROZEN",6045
56843,"Sunday",4017,1,"PRODUCE",1203
72615,"Tuesday",78735917500,1,"PRODUCE",7101
189869,"Sunday",1111112412,1,"PERSONAL CARE",3163
111342,"Monday",3125900923,1,"LIQUOR,WINE,BEER",2400
147420,"Sunday",32586656029,1,"PHARMACY OTC",2059
96639,"Saturday",5200033877,2,"DSD GROCERY",4606
66695,"Monday",4319437040,1,"PERSONAL CARE",5103
78786,"Wednesday",4400003133,1,"DSD GROCERY",3717
85358,"Thursday",85470700564,1,"OFFICE SUPPLIES",6425
18561,"Sunday",5040074013,1,"COMM BREAD",3728
36827,"Wednesday",79590245863,1,"CELEBRATION",6
186581,"Sunday",4920004550,1,"GROCERY DRY GOODS",4451
1721,"Friday",9518883000,1,"DSD GROCERY",4644
179759,"Saturday",7940027532,-1,"PERSONAL CARE",27
169827,"Thursday",64541657889,1,"CELEBRATION",505
93911,"Saturday",4650070540,1,"HOUSEHOLD CHEMICALS/SUPP",8599
180150,"Saturday",88530627781,1,"MENSWEAR",5701
63960,"Monday",1280051772,1,"IMPULSE MERCHANDISE",904
109632,"Monday",60538871457,1,"DAIRY",9100
161950,"Wednesday",7464100287,1,"PRODUCE",5964
93287,"Saturday",4011,1,"PRODUCE",5501
172206,"Friday",1200002454,1,"DSD GROCERY",3053
150685,"Monday",80521990289,2,"IMPULSE MERCHANDISE",302
105976,"Sunday",3700088437,1,"PERSONAL CARE",202
93292,"Saturday",72097247025,1,"MENSWEAR",271
189042,"Sunday",3800091488,1,"GROCERY DRY GOODS",3601
100445,"Sunday",4470000989,1,"PRE PACKED DELI",7557
48737,"Friday",7780259650,1,"BEAUTY",1265
172635,"Friday",3700087948,2,"INFANT CONSUMABLE HARDLINES",206
42385,"Thursday",7164108018,1,"FABRICS AND CRAFTS",1099
162404,"Wednesday",4900005025,1,"DSD GROCERY",3004
23192,"Monday",5100001021,1,"GROCERY DRY GOODS",3102
73999,"Tuesday",1740011066,1,"GROCERY DRY GOODS",3809
59821,"Sunday",2840016190,1,"IMPULSE MERCHANDISE",808
95190,"Saturday",3338340242,1,"PRODUCE",6401
130058,"Thursday",2430004431,1,"COMM BREAD",6151
47438,"Friday",2840020131,1,"DSD GROCERY",9251
89692,"Friday",3384400031,1,"GROCERY DRY GOODS",4293
105082,"Sunday",3500014127,1,"PERSONAL CARE",3171
31735,"Wednesday",9933893814,1,"LADIESWEAR",1779
61885,"Sunday",980089500,1,"GROCERY DRY GOODS",2500
64047,"Monday",20554600000,1,"SERVICE DELI",8015
181706,"Saturday",2733100610,1,"DAIRY",7962
140654,"Saturday",88796105703,1,"TOYS",1401
174176,"Friday",1204404023,1,"PERSONAL CARE",5280
178779,"Saturday",4048,1,"PRODUCE",901
32199,"Wednesday",7007700106,1,"FROZEN FOODS",1902
176481,"Friday",2622978156,1,"OFFICE SUPPLIES",6002
186929,"Sunday",60538815283,1,"SHOES",1396
154871,"Monday",3224724990,-1,"LAWN AND GARDEN",5643
9675,"Saturday",6905586774,1,"PERSONAL CARE",7019
149048,"Sunday",68113118722,1,"PHARMACY OTC",1352
100735,"Sunday",3400011447,1,"CANDY, TOBACCO, COOKIES",89
13846,"Sunday",3700090529,1,"PERSONAL CARE",3158
42853,"Thursday",7432309750,1,"GROCERY DRY GOODS",3682
19060,"Sunday",880552311963,1,"LADIESWEAR",313
173991,"Friday",880632365372,1,"GIRLS WEAR, 4-6X  AND 7-14",411
117951,"Tuesday",73114972560,2,"SEAFOOD",1078
150481,"Monday",7800004052,1,"DSD GROCERY",2403
145134,"Sunday",3400017612,1,"CANDY, TOBACCO, COOKIES",74
181970,"Saturday",81547301188,1,"DAIRY",7978
69447,"Monday",38137003740,1,"PERSONAL CARE",3020
175254,"Friday",4693,1,"PRODUCE",4450
5586,"Friday",7760200508,1,"PHARMACY OTC",1511
85993,"Thursday",71441502575,1,"IMPULSE MERCHANDISE",8226
103448,"Sunday",20216200000,1,"MEAT - FRESH & FROZEN",6075
102703,"Sunday",20195500000,1,"SERVICE DELI",6902
8895,"Saturday",4393551615,1,"MENSWEAR",5107
31357,"Tuesday",4321363465,1,"BRAS & SHAPEWEAR",2799
110699,"Monday",4300095562,1,"DSD GROCERY",4628
3234,"Friday",68113163351,1,"FINANCIAL SERVICES",275
157851,"Tuesday",68113105744,1,"PHARMACY OTC",951
13950,"Sunday",7488768360,1,"HOUSEHOLD PAPER GOODS",4863
162991,"Wednesday",4359500273,1,"PRE PACKED DELI",7251
63774,"Monday",9147563006,1,"DAIRY",1405
53843,"Saturday",30031223413,1,"PHARMACY OTC",1135
16295,"Sunday",76687820023,1,"PERSONAL CARE",413
15241,"Sunday",7314918668,2,"HOME MANAGEMENT",6606
131792,"Friday",7874298474,1,"BAKERY",1001
63504,"Monday",7218063718,1,"FROZEN FOODS",1951
9815,"Saturday",7874222921,1,"DAIRY",1360
134178,"Friday",66106100001,2,"PRODUCE",4162
17891,"Sunday",31254738419,1,"PERSONAL CARE",805
5920,"Friday",60538818802,1,"DSD GROCERY",4333
95877,"Saturday",2100064426,1,"GROCERY DRY GOODS",2453
75075,"Tuesday",5220000714,1,"INFANT CONSUMABLE HARDLINES",3176
106362,"Sunday",68113107910,2,"INFANT CONSUMABLE HARDLINES",1001
165086,"Wednesday",3506192245,1,"HARDWARE",2377
123802,"Wednesday",,1,"PHARMACY RX",
67835,"Monday",35128516288,1,"PHARMACY OTC",4504
5949,"Friday",88771901768,1,"BATH AND SHOWER",9920
11464,"Saturday",4667501350,1,"DAIRY",1356
64752,"Monday",4409,1,"PRODUCE",1906
166415,"Wednesday",60538871461,1,"DAIRY",9101
176411,"Friday",1112019461,1,"HOME MANAGEMENT",1153
76525,"Wednesday",471369868523,1,"SHOES",3308
153135,"Monday",64963200081,1,"PRODUCE",7170
152386,"Monday",5200032213,2,"DSD GROCERY",4606
20980,"Monday",4693,1,"PRODUCE",4450
184381,"Saturday",2150020200,1,"GROCERY DRY GOODS",4271
136459,"Friday",3760029630,2,"GROCERY DRY GOODS",100
111163,"Monday",4900005010,1,"DSD GROCERY",9570
154567,"Monday",3700090120,1,"HOUSEHOLD CHEMICALS/SUPP",8945
170412,"Thursday",2400052571,2,"GROCERY DRY GOODS",2764
127318,"Thursday",2570071118,-1,"HOUSEHOLD PAPER GOODS",6020
70068,"Tuesday",7417034036,1,"BEAUTY",3100
116415,"Tuesday",5000000456,2,"PETS AND SUPPLIES",1001
11323,"Saturday",7314945922,2,"HOME MANAGEMENT",6606
141743,"Saturday",2708442561,1,"IMPULSE MERCHANDISE",336
60514,"Sunday",3000006720,1,"GROCERY DRY GOODS",3601
130362,"Thursday",2840000289,1,"DSD GROCERY",3658
110319,"Monday",2410078437,1,"DSD GROCERY",3719
40084,"Thursday",88496806693,1,"LADIESWEAR",267
25243,"Monday",2840033727,1,"DSD GROCERY",8251
30535,"Tuesday",64541698645,1,"CELEBRATION",1805
74130,"Tuesday",7120200300,1,"FROZEN FOODS",1803
87612,"Friday",6799060011,1,"PERSONAL CARE",5510
55685,"Saturday",7874209178,1,"DSD GROCERY",1108
56076,"Saturday",,1,"NULL",
11667,"Saturday",72201100004,1,"BOOKS AND MAGAZINES",777
73619,"Tuesday",4127100908,1,"DAIRY",1513
22858,"Monday",4316894530,-3,"HARDWARE",5205
109728,"Monday",2899597543,1,"FABRICS AND CRAFTS",3609
11527,"Saturday",4138309010,1,"DAIRY",1505
16669,"Sunday",4011,1,"PRODUCE",5501
88832,"Friday",4087,1,"PRODUCE",7803
184121,"Saturday",3338320027,1,"PRODUCE",3601
10590,"Saturday",1200001311,1,"DSD GROCERY",9205
162241,"Wednesday",29048800000,1,"HORTICULTURE AND ACCESS",7391
32667,"Wednesday",7874220473,1,"GROCERY DRY GOODS",2757
39675,"Thursday",7560919177,1,"BEAUTY",4541
187381,"Sunday",1820000243,1,"LIQUOR,WINE,BEER",108
167084,"Thursday",1200080994,2,"DSD GROCERY",9516
10304,"Saturday",3700092976,4,"HOUSEHOLD PAPER GOODS",1030
124988,"Thursday",3338365101,1,"PRODUCE",7502
167081,"Thursday",4135,1,"PRODUCE",1214
29996,"Tuesday",61611203150,1,"PRODUCE",7143
1882,"Friday",4900001801,1,"DSD GROCERY",9546
122321,"Wednesday",3384400005,1,"GROCERY DRY GOODS",4293
88353,"Friday",60538812236,1,"FINANCIAL SERVICES",278
117936,"Tuesday",3400029655,1,"CANDY, TOBACCO, COOKIES",78
68274,"Monday",3400000054,1,"IMPULSE MERCHANDISE",100
55464,"Saturday",4050,1,"PRODUCE",6501
76052,"Wednesday",7734148882,1,"AUTOMOTIVE",6034
13772,"Sunday",9826201290,1,"PAINT AND ACCESSORIES",4250
99650,"Saturday",1820011047,1,"LIQUOR,WINE,BEER",101
75315,"Tuesday",7294560136,1,"COMM BREAD",3702
14300,"Sunday",7874235296,1,"GROCERY DRY GOODS",4402
3960,"Friday",20108700000,1,"SERVICE DELI",8014
3950,"Friday",7341001351,1,"COMM BREAD",3761
41262,"Thursday",3700086857,1,"INFANT CONSUMABLE HARDLINES",225
102473,"Sunday",4155442062,1,"BEAUTY",2230
95345,"Saturday",75752800879,2,"IMPULSE MERCHANDISE",808
33116,"Wednesday",7294075100,1,"GROCERY DRY GOODS",2832
98359,"Saturday",4300002825,2,"DSD GROCERY",4624
86743,"Thursday",81048602132,1,"MENSWEAR",6271
6498,"Saturday",7874237117,2,"GROCERY DRY GOODS",4451
190671,"Sunday",60538871461,1,"DAIRY",9101
85577,"Thursday",3120022007,1,"DSD GROCERY",4639
16052,"Sunday",4190007496,1,"DAIRY",1518
50980,"Saturday",7682804702,1,"PERSONAL CARE",9110
133772,"Friday",7763306510,1,"COMM BREAD",3704
177529,"Friday",7874211675,4,"HOUSEHOLD PAPER GOODS",7010
136341,"Friday",4010000928,1,"GROCERY DRY GOODS",4005
97265,"Saturday",1070070860,1,"CANDY, TOBACCO, COOKIES",707
164687,"Wednesday",60538871457,1,"DAIRY",9100
23064,"Monday",7825730378,1,"BEDDING",2487
80483,"Wednesday",4812125319,1,"COMM BREAD",3719
104069,"Sunday",1500007514,1,"INFANT CONSUMABLE HARDLINES",3162
15608,"Sunday",2840043318,1,"IMPULSE MERCHANDISE",808
40577,"Thursday",18053000089,1,"PHARMACY OTC",528
114321,"Tuesday",8521409037,1,"INFANT CONSUMABLE HARDLINES",804
17770,"Sunday",3338365020,1,"PRODUCE",7501
152691,"Monday",1675197761,1,"TOYS",6178
142934,"Saturday",4319416998,1,"PERSONAL CARE",5103
179172,"Saturday",5399722394,1,"MEAT - FRESH & FROZEN",6050
102815,"Sunday",88530627817,1,"MENSWEAR",5143
48829,"Friday",82329810277,1,"PRODUCE",6401
66591,"Monday",4110000283,1,"BEAUTY",6080
163070,"Wednesday",7874235885,1,"GROCERY DRY GOODS",3951
60731,"Sunday",9147504189,1,"DAIRY",1405
80647,"Wednesday",2733100034,1,"COMM BREAD",3734
166352,"Wednesday",3040077852,1,"HOUSEHOLD PAPER GOODS",3006
163933,"Wednesday",70510544955,1,"AUTOMOTIVE",36
22324,"Monday",20108800000,1,"SERVICE DELI",8014
179941,"Saturday",3500014424,1,"PERSONAL CARE",3171
152799,"Monday",7192163896,1,"FROZEN FOODS",9115
136755,"Friday",1326261010,1,"GIRLS WEAR, 4-6X  AND 7-14",1511
9063,"Saturday",1200080008,1,"DSD GROCERY",9558
90122,"Friday",7240000729,1,"GROCERY DRY GOODS",2602
174467,"Friday",2460001003,1,"GROCERY DRY GOODS",4253
190579,"Sunday",4011,1,"PRODUCE",5501
17176,"Sunday",7830002603,1,"PHARMACY OTC",265
185587,"Sunday",7064033501,1,"FROZEN FOODS",1851
84818,"Thursday",1980003667,1,"HOUSEHOLD CHEMICALS/SUPP",1555
174028,"Friday",2500004808,1,"DAIRY",1407
95881,"Saturday",2899521469,1,"FABRICS AND CRAFTS",1063
