"Date_Time","Lat","Lon","Base"
"9/9/2014 0:28:00",40.7951,-73.9643,"B02598"
"9/3/2014 20:48:00",40.683,-73.9767,"B02617"
"9/14/2014 6:41:00",40.7286,-73.9786,"B02764"
"9/28/2014 10:54:00",40.6743,-73.9749,"B02764"
"9/7/2014 15:05:00",40.7684,-73.8623,"B02617"
"9/15/2014 9:29:00",40.7738,-73.8718,"B02682"
"9/16/2014 8:15:00",40.7824,-73.9557,"B02598"
"9/14/2014 11:16:00",40.7788,-73.9761,"B02682"
"9/17/2014 6:26:00",40.7782,-73.9851,"B02617"
"9/30/2014 9:07:00",40.712,-73.9634,"B02764"
"9/12/2014 11:05:00",40.7152,-74.0022,"B02682"
"9/12/2014 23:43:00",40.7073,-74.0054,"B02617"
"9/17/2014 20:55:00",40.7366,-73.9848,"B02598"
"9/10/2014 20:02:00",40.7133,-74.0139,"B02617"
"9/17/2014 23:34:00",40.6143,-73.9744,"B02598"
"9/30/2014 19:15:00",40.7097,-74.007,"B02617"
"9/8/2014 8:38:00",40.7799,-73.9787,"B02617"
"9/13/2014 18:46:00",40.7657,-73.9706,"B02617"
"9/13/2014 15:32:00",40.7497,-73.8849,"B02617"
"9/25/2014 15:42:00",40.7025,-73.9488,"B02598"
"9/7/2014 0:24:00",40.789,-73.9704,"B02682"
"9/17/2014 4:58:00",40.787,-73.9515,"B02617"
"9/12/2014 19:30:00",40.6457,-73.7768,"B02617"
"9/28/2014 10:54:00",40.6967,-73.9374,"B02682"
"9/26/2014 22:55:00",40.7556,-73.9977,"B02598"
"9/19/2014 20:26:00",40.7739,-73.8715,"B02617"
"9/26/2014 21:05:00",40.7177,-74.0108,"B02682"
"9/20/2014 9:02:00",40.7175,-73.9922,"B02617"
"9/25/2014 11:39:00",40.7737,-73.9876,"B02764"
"9/29/2014 21:35:00",40.7159,-74.0154,"B02682"
"9/18/2014 20:37:00",40.7684,-73.8623,"B02598"
"9/25/2014 21:32:00",40.7426,-73.9842,"B02682"
"9/27/2014 2:52:00",40.7173,-73.9924,"B02617"
"9/24/2014 21:02:00",40.7355,-74.0038,"B02598"
"9/14/2014 20:12:00",40.6458,-73.7767,"B02617"
"9/3/2014 12:27:00",40.8579,-73.467,"B02598"
"9/7/2014 16:19:00",40.6431,-73.7892,"B02764"
"9/18/2014 17:05:00",40.7179,-73.9903,"B02598"
"9/25/2014 15:33:00",40.7251,-73.9467,"B02764"
"9/22/2014 8:27:00",40.7647,-73.9743,"B02617"
"9/21/2014 0:29:00",40.7209,-73.9978,"B02764"
"9/30/2014 9:35:00",40.7634,-73.9803,"B02598"
"9/21/2014 18:20:00",40.7602,-73.9911,"B02598"
"9/3/2014 11:22:00",40.7293,-73.9799,"B02764"
"9/16/2014 8:26:00",40.7665,-73.9673,"B02682"
"9/30/2014 7:16:00",40.6885,-73.9709,"B02682"
"9/17/2014 19:02:00",40.7601,-73.976,"B02682"
"9/19/2014 16:07:00",40.7131,-74.0095,"B02682"
"9/22/2014 9:05:00",40.7343,-74.0047,"B02617"
"9/30/2014 18:34:00",40.7206,-73.9986,"B02617"
"9/14/2014 1:37:00",40.7188,-73.9887,"B02682"
"9/29/2014 11:49:00",40.6635,-73.9465,"B02617"
"9/2/2014 14:36:00",40.7262,-73.9836,"B02598"
"9/18/2014 8:33:00",40.731,-74.0044,"B02617"
"9/16/2014 19:48:00",40.7223,-74.001,"B02764"
"9/30/2014 16:25:00",40.7524,-73.9699,"B02682"
"9/8/2014 13:10:00",40.7121,-74.0082,"B02617"
"9/8/2014 19:46:00",40.7625,-73.8729,"B02617"
"9/21/2014 12:26:00",40.7366,-73.9785,"B02617"
"9/13/2014 22:10:00",40.7347,-74.0021,"B02617"
"9/18/2014 19:51:00",40.7739,-73.8716,"B02617"
"9/24/2014 22:18:00",40.7866,-73.9504,"B02617"
"9/5/2014 23:17:00",40.7558,-73.9918,"B02598"
"9/25/2014 12:02:00",40.7688,-73.958,"B02682"
"9/6/2014 17:35:00",40.7331,-74.0026,"B02682"
"9/4/2014 13:56:00",40.7188,-73.9514,"B02682"
"9/13/2014 18:39:00",40.7588,-73.9761,"B02617"
"9/7/2014 14:42:00",40.767,-73.9845,"B02617"
"9/14/2014 10:12:00",40.6304,-73.9585,"B02617"
"9/23/2014 3:54:00",40.6456,-73.7767,"B02598"
"9/17/2014 10:36:00",40.7555,-73.9972,"B02598"
"9/22/2014 6:59:00",40.774,-73.8718,"B02682"
"9/27/2014 14:06:00",40.7102,-73.9631,"B02617"
"9/25/2014 22:35:00",40.7773,-73.9524,"B02682"
"9/7/2014 12:32:00",40.7241,-73.9826,"B02764"
"9/1/2014 13:42:00",40.7459,-73.9846,"B02617"
"9/5/2014 18:08:00",40.7199,-74.0102,"B02598"
"9/20/2014 8:08:00",40.7148,-74.012,"B02682"
"9/19/2014 13:49:00",40.7559,-73.9875,"B02617"
"9/28/2014 17:30:00",40.7155,-74.0112,"B02764"
"9/18/2014 1:05:00",40.6486,-73.783,"B02682"
"9/2/2014 11:51:00",40.7388,-73.9801,"B02598"
"9/3/2014 6:59:00",40.7846,-73.9536,"B02598"
"9/2/2014 20:15:00",40.7212,-74.0023,"B02617"
"9/20/2014 20:35:00",40.7198,-74.0014,"B02617"
"9/19/2014 21:29:00",40.7362,-74.0059,"B02598"
"9/9/2014 13:20:00",40.7328,-73.9958,"B02764"
"9/13/2014 5:24:00",40.7423,-73.9947,"B02764"
"9/3/2014 18:29:00",40.7462,-73.9928,"B02617"
"9/9/2014 13:55:00",40.7342,-73.9522,"B02764"
"9/10/2014 17:57:00",40.7182,-73.9599,"B02598"
"9/26/2014 8:44:00",40.7803,-73.9474,"B02617"
"9/19/2014 14:18:00",40.7806,-73.9568,"B02617"
"9/27/2014 21:32:00",40.7397,-73.9951,"B02764"
"9/2/2014 16:09:00",40.8076,-73.9606,"B02617"
"9/7/2014 0:45:00",40.6829,-73.9561,"B02598"
"9/27/2014 11:33:00",40.7757,-73.9604,"B02598"
"9/2/2014 12:41:00",40.7171,-73.9953,"B02598"
"9/2/2014 11:39:00",40.7307,-74.0043,"B02682"
"9/15/2014 16:24:00",40.7251,-73.9994,"B02617"
"9/17/2014 21:17:00",40.7391,-73.9914,"B02617"
"9/20/2014 18:20:00",40.6914,-73.9846,"B02617"
"9/11/2014 15:53:00",40.7686,-73.9814,"B02682"
"9/3/2014 21:23:00",40.7731,-73.9666,"B02682"
"9/5/2014 18:05:00",40.7756,-73.9542,"B02682"
"9/9/2014 10:58:00",40.792,-73.9734,"B02617"
"9/29/2014 18:25:00",40.7514,-74.0067,"B02617"
"9/2/2014 19:55:00",40.6448,-73.7816,"B02682"
"9/12/2014 5:35:00",40.7402,-73.9817,"B02512"
"9/18/2014 16:55:00",40.754,-73.9719,"B02764"
"9/14/2014 21:32:00",40.7175,-73.9431,"B02617"
"9/29/2014 20:49:00",40.7346,-73.9981,"B02617"
"9/9/2014 18:21:00",40.8082,-73.964,"B02682"
"9/5/2014 22:40:00",40.7421,-73.9828,"B02764"
"9/25/2014 8:08:00",40.732,-74.0053,"B02598"
"9/13/2014 13:17:00",40.73,-74.0068,"B02617"
"9/27/2014 15:05:00",40.7593,-73.9869,"B02682"
"9/3/2014 15:43:00",40.7293,-73.9875,"B02617"
"9/6/2014 0:05:00",40.7269,-73.9839,"B02764"
"9/22/2014 10:49:00",40.7566,-73.963,"B02764"
"9/28/2014 15:32:00",40.6752,-73.9782,"B02617"
"9/16/2014 11:13:00",40.7394,-73.9944,"B02512"
"9/13/2014 12:30:00",40.6355,-73.9634,"B02617"
"9/25/2014 15:19:00",40.726,-73.9919,"B02682"
"9/25/2014 9:43:00",40.7361,-73.9545,"B02764"
"9/2/2014 17:47:00",40.7248,-73.9945,"B02598"
"9/26/2014 18:51:00",40.7247,-73.9983,"B02682"
"9/5/2014 15:51:00",40.7431,-73.9925,"B02617"
"9/5/2014 18:09:00",40.7636,-73.9218,"B02617"
"9/5/2014 22:40:00",40.7143,-73.9929,"B02617"
"9/21/2014 10:56:00",40.7639,-73.967,"B02617"
"9/10/2014 22:21:00",40.718,-73.9549,"B02617"
"9/6/2014 13:19:00",40.7142,-74.0132,"B02764"
"9/13/2014 1:44:00",40.7354,-73.9983,"B02617"
"9/28/2014 16:36:00",40.7342,-73.9504,"B02764"
"9/5/2014 20:58:00",40.799,-73.963,"B02617"
"9/17/2014 20:37:00",40.7395,-73.9959,"B02682"
"9/19/2014 7:06:00",40.746,-73.9567,"B02682"
"9/18/2014 12:29:00",40.7558,-73.9873,"B02617"
"9/11/2014 17:38:00",40.7386,-73.9996,"B02617"
"9/1/2014 17:07:00",40.6416,-73.7888,"B02682"
"9/28/2014 6:11:00",40.7555,-73.9937,"B02617"
"9/25/2014 20:42:00",40.6749,-73.9143,"B02598"
"9/22/2014 12:18:00",40.7333,-74.0051,"B02598"
"9/2/2014 19:36:00",40.6734,-73.9569,"B02617"
"9/25/2014 6:06:00",40.748,-73.9119,"B02617"
"9/6/2014 23:57:00",40.8255,-73.9468,"B02617"
"9/17/2014 6:44:00",40.7759,-73.9589,"B02617"
"9/21/2014 16:51:00",40.7372,-73.9929,"B02682"
"9/16/2014 4:48:00",40.7288,-73.779,"B02617"
"9/4/2014 15:28:00",40.6589,-73.8851,"B02598"
"9/23/2014 6:13:00",40.7952,-73.9491,"B02598"
"9/3/2014 8:48:00",40.7438,-74.0064,"B02598"
"9/15/2014 16:39:00",40.7441,-73.9994,"B02512"
"9/6/2014 12:22:00",40.6875,-73.9903,"B02617"
"9/29/2014 5:16:00",40.7492,-73.9882,"B02598"
"9/12/2014 9:27:00",40.7705,-73.8653,"B02764"
"9/10/2014 18:44:00",40.7198,-74.0015,"B02682"
"9/18/2014 20:27:00",40.7343,-74.0028,"B02682"
"9/9/2014 17:59:00",40.7528,-73.9757,"B02598"
"9/23/2014 20:36:00",40.7297,-73.981,"B02617"
"9/8/2014 18:38:00",40.7328,-74.0025,"B02598"
"9/19/2014 22:58:00",40.7721,-73.9545,"B02617"
"9/30/2014 8:41:00",40.8422,-73.9152,"B02682"
"9/25/2014 12:56:00",40.7525,-73.9862,"B02764"
"9/20/2014 18:45:00",40.7623,-73.9723,"B02764"
"9/12/2014 15:37:00",40.7458,-74.0018,"B02598"
"9/5/2014 9:15:00",40.763,-73.9814,"B02617"
"9/17/2014 12:42:00",40.6753,-73.9735,"B02598"
"9/3/2014 20:18:00",40.7561,-73.9834,"B02764"
"9/6/2014 5:24:00",40.7222,-73.9966,"B02617"
"9/26/2014 7:44:00",40.6833,-73.992,"B02682"
"9/2/2014 16:52:00",40.7594,-73.9781,"B02682"
"9/8/2014 12:09:00",40.7296,-73.8328,"B02617"
"9/18/2014 13:36:00",40.6127,-74.4146,"B02598"
"9/25/2014 14:10:00",40.7608,-73.9989,"B02764"
"9/10/2014 7:18:00",40.675,-73.9826,"B02764"
"9/12/2014 22:15:00",40.6791,-73.9718,"B02617"
"9/17/2014 21:18:00",40.737,-74.0053,"B02598"
"9/6/2014 22:25:00",40.71,-74.0154,"B02764"
"9/16/2014 19:48:00",40.7415,-73.9855,"B02617"
"9/8/2014 18:02:00",40.7048,-74.0138,"B02598"
"9/15/2014 19:20:00",40.7869,-73.9511,"B02598"
"9/22/2014 18:25:00",40.7096,-74.0081,"B02682"
"9/13/2014 19:59:00",40.7259,-74.0057,"B02617"
"9/11/2014 17:33:00",40.7447,-73.9954,"B02512"
"9/4/2014 21:06:00",40.7686,-73.8627,"B02617"
"9/8/2014 8:19:00",40.7417,-73.9545,"B02598"
"9/17/2014 22:35:00",40.759,-73.9756,"B02764"
"9/13/2014 17:36:00",40.7837,-73.9756,"B02598"
"9/8/2014 20:32:00",40.7963,-73.9495,"B02682"
"9/25/2014 5:28:00",40.6828,-73.9076,"B02764"
"9/20/2014 20:02:00",40.7282,-73.9887,"B02598"
"9/17/2014 21:38:00",40.7149,-73.9649,"B02617"
"9/16/2014 12:41:00",40.7259,-74.0007,"B02764"
"9/28/2014 2:08:00",40.7596,-73.988,"B02764"
"9/26/2014 11:17:00",40.7376,-74.0057,"B02598"
"9/3/2014 21:56:00",40.7314,-73.9755,"B02617"
"9/3/2014 19:57:00",40.7452,-73.979,"B02617"
"9/25/2014 12:27:00",40.7749,-73.9631,"B02764"
"9/19/2014 15:59:00",40.7491,-73.94,"B02764"
"9/23/2014 22:11:00",40.7693,-73.9812,"B02682"
"9/3/2014 19:09:00",40.7098,-74.005,"B02598"
"9/18/2014 14:40:00",40.754,-73.9849,"B02617"
"9/4/2014 22:27:00",40.7246,-73.9552,"B02598"
"9/19/2014 20:19:00",40.7636,-73.9718,"B02598"
"9/6/2014 19:36:00",40.7695,-73.8799,"B02617"
"9/23/2014 14:50:00",40.7676,-73.9916,"B02682"
"9/1/2014 14:32:00",40.6241,-73.9346,"B02617"
"9/30/2014 20:15:00",40.7916,-73.9759,"B02682"
"9/25/2014 8:28:00",40.753,-74.0039,"B02682"
"9/29/2014 16:08:00",40.7351,-74.01,"B02512"
"9/4/2014 8:43:00",40.7455,-73.9824,"B02617"
"9/11/2014 19:16:00",40.7533,-73.9789,"B02598"
"9/14/2014 11:17:00",40.6238,-74.0285,"B02682"
"9/8/2014 18:40:00",40.7449,-73.9951,"B02764"
"9/17/2014 16:02:00",40.7457,-74.009,"B02598"
"9/19/2014 1:10:00",40.7313,-74.0013,"B02682"
"9/5/2014 8:42:00",40.7746,-73.9632,"B02598"
"9/19/2014 16:10:00",40.771,-73.8661,"B02617"
"9/20/2014 0:48:00",40.721,-74.0042,"B02617"
"9/20/2014 21:52:00",40.6686,-73.9934,"B02682"
"9/16/2014 22:57:00",40.6129,-73.954,"B02682"
"9/2/2014 6:19:00",40.7443,-73.9726,"B02764"
"9/3/2014 19:24:00",40.7607,-73.9787,"B02617"
"9/21/2014 12:23:00",40.7434,-73.9587,"B02682"
"9/14/2014 15:39:00",40.7739,-73.8715,"B02617"
"9/12/2014 19:26:00",40.7624,-73.9786,"B02598"
"9/3/2014 18:45:00",40.7368,-73.989,"B02682"
"9/19/2014 17:05:00",40.7257,-73.998,"B02617"
"9/4/2014 5:23:00",40.7838,-73.9823,"B02617"
"9/12/2014 7:13:00",40.7462,-73.9966,"B02617"
"9/20/2014 16:12:00",40.6826,-73.9933,"B02682"
"9/20/2014 13:44:00",40.7147,-74.0107,"B02617"
"9/21/2014 20:27:00",40.7684,-73.8874,"B02598"
"9/17/2014 22:08:00",40.7067,-73.9432,"B02764"
"9/26/2014 16:53:00",40.7405,-74.0001,"B02598"
"9/27/2014 3:24:00",40.7846,-73.9735,"B02764"
"9/15/2014 14:56:00",40.7386,-73.9854,"B02617"
"9/21/2014 11:50:00",40.7357,-73.998,"B02512"
"9/6/2014 10:52:00",40.8087,-73.9633,"B02598"
"9/23/2014 11:37:00",40.7348,-73.9912,"B02598"
"9/26/2014 6:11:00",40.7842,-73.9709,"B02598"
"9/4/2014 7:06:00",40.646,-73.7764,"B02682"
"9/14/2014 19:22:00",40.7604,-73.9971,"B02764"
"9/8/2014 18:08:00",40.7181,-74.0011,"B02682"
"9/27/2014 23:39:00",40.6789,-73.9718,"B02682"
"9/29/2014 17:18:00",40.7484,-73.9926,"B02617"
"9/29/2014 0:13:00",40.775,-73.988,"B02617"
"9/14/2014 23:43:00",40.6448,-73.7821,"B02598"
"9/16/2014 20:03:00",40.7557,-73.9877,"B02617"
"9/19/2014 17:43:00",40.7742,-73.9631,"B02598"
"9/7/2014 18:41:00",40.7549,-73.9705,"B02617"
"9/16/2014 7:09:00",40.7732,-73.9546,"B02682"
"9/20/2014 18:10:00",40.83,-73.9297,"B02512"
"9/25/2014 21:46:00",40.8256,-73.9236,"B02682"
"9/14/2014 0:39:00",40.6923,-73.9983,"B02617"
"9/19/2014 20:15:00",40.8372,-73.9467,"B02617"
"9/9/2014 18:36:00",40.7199,-74.0051,"B02617"
"9/6/2014 17:59:00",40.7615,-73.9979,"B02617"
"9/28/2014 18:33:00",40.7241,-73.9997,"B02617"
"9/9/2014 5:58:00",40.7508,-73.9704,"B02617"
"9/17/2014 17:53:00",40.7505,-73.9831,"B02512"
"9/13/2014 21:58:00",40.7602,-73.9876,"B02598"
"9/17/2014 17:10:00",40.746,-73.9821,"B02617"
"9/5/2014 15:46:00",40.7628,-73.9834,"B02598"
"9/19/2014 20:04:00",40.7131,-74.0089,"B02617"
"9/4/2014 0:39:00",40.733,-74.0032,"B02598"
"9/22/2014 22:06:00",40.7611,-73.9797,"B02598"
"9/22/2014 12:47:00",40.7946,-73.9693,"B02764"
"9/21/2014 1:51:00",40.7269,-73.9917,"B02682"
"9/19/2014 22:49:00",40.7326,-74.0035,"B02682"
"9/13/2014 20:46:00",40.7323,-74.0018,"B02512"
"9/26/2014 12:37:00",40.7075,-73.9293,"B02617"
"9/7/2014 16:39:00",40.7469,-74.0008,"B02682"
"9/24/2014 19:40:00",40.7174,-74.0053,"B02598"
"9/24/2014 19:56:00",40.7474,-73.9743,"B02512"
"9/29/2014 14:44:00",40.763,-73.9832,"B02512"
"9/4/2014 0:26:00",40.7095,-73.9641,"B02764"
"9/16/2014 20:35:00",40.7567,-73.9882,"B02617"
"9/18/2014 17:31:00",40.7396,-73.9849,"B02617"
"9/6/2014 20:58:00",40.7158,-73.9906,"B02617"
"9/18/2014 6:27:00",40.7025,-73.9935,"B02682"
"9/8/2014 20:24:00",40.7421,-74.0039,"B02598"
"9/20/2014 19:53:00",40.7413,-74.0052,"B02764"
"9/27/2014 20:15:00",40.7381,-74.0008,"B02617"
"9/14/2014 20:24:00",40.7153,-73.9975,"B02764"
"9/22/2014 10:00:00",40.7716,-73.9505,"B02617"
"9/3/2014 21:46:00",40.72,-74.0085,"B02617"
"9/11/2014 22:34:00",40.735,-73.9919,"B02617"
"9/16/2014 4:50:00",40.6872,-73.9816,"B02598"
"9/28/2014 0:26:00",40.7152,-73.9361,"B02512"
"9/20/2014 22:05:00",40.7697,-73.9837,"B02617"
"9/23/2014 14:25:00",40.7715,-73.9825,"B02598"
"9/26/2014 14:45:00",40.7269,-74.0074,"B02617"
"9/17/2014 0:38:00",40.7657,-73.9765,"B02617"
"9/14/2014 19:18:00",40.6894,-73.974,"B02512"
"9/3/2014 10:30:00",40.7588,-73.9939,"B02764"
"9/10/2014 22:12:00",40.7358,-74.0034,"B02764"
"9/19/2014 23:15:00",40.7244,-73.9415,"B02682"
"9/26/2014 7:15:00",40.7276,-73.9995,"B02617"
"9/26/2014 17:19:00",40.7468,-73.9829,"B02764"
"9/3/2014 16:16:00",40.7403,-74.0037,"B02598"
"9/7/2014 1:54:00",40.7402,-74.0059,"B02764"
"9/10/2014 16:26:00",40.7438,-73.9921,"B02598"
"9/10/2014 9:26:00",40.6861,-73.9519,"B02682"
"9/16/2014 15:21:00",40.7837,-73.9799,"B02617"
"9/29/2014 9:55:00",40.6963,-73.9833,"B02764"
"9/10/2014 18:32:00",40.7415,-74.0039,"B02598"
"9/6/2014 23:20:00",40.7346,-74,"B02598"
"9/2/2014 12:38:00",40.6696,-73.9393,"B02682"
"9/5/2014 9:15:00",40.7309,-73.9809,"B02617"
"9/5/2014 21:27:00",40.729,-73.9795,"B02598"
"9/5/2014 14:44:00",40.7516,-73.9756,"B02617"
"9/7/2014 0:40:00",40.73,-73.9893,"B02598"
"9/25/2014 8:29:00",40.7595,-73.9615,"B02682"
"9/16/2014 12:00:00",40.7209,-73.9983,"B02764"
"9/22/2014 18:25:00",40.7791,-73.9622,"B02617"
"9/30/2014 4:45:00",40.7294,-73.9549,"B02617"
"9/14/2014 6:03:00",40.7605,-73.9613,"B02764"
"9/20/2014 14:35:00",40.6617,-73.9972,"B02617"
"9/11/2014 18:05:00",40.754,-73.9819,"B02764"
"9/13/2014 19:37:00",40.7695,-73.9504,"B02617"
"9/29/2014 0:00:00",40.6484,-73.7829,"B02682"
"9/23/2014 21:34:00",40.7042,-74.0115,"B02617"
"9/27/2014 18:14:00",40.712,-73.9662,"B02617"
"9/28/2014 14:25:00",40.6925,-73.9874,"B02617"
"9/29/2014 19:35:00",40.7628,-73.9757,"B02598"
"9/18/2014 19:53:00",40.7542,-73.9829,"B02682"
"9/19/2014 1:50:00",40.7626,-73.9968,"B02764"
"9/11/2014 9:28:00",40.7044,-73.9863,"B02598"
"9/12/2014 22:47:00",40.6391,-73.9493,"B02764"
"9/19/2014 13:55:00",40.8558,-73.9385,"B02617"
"9/1/2014 5:58:00",40.7995,-73.6304,"B02598"
"9/27/2014 9:04:00",40.7643,-73.9787,"B02617"
"9/13/2014 9:34:00",40.7396,-73.9963,"B02617"
"9/3/2014 20:21:00",40.7487,-74.0023,"B02764"
"9/6/2014 12:45:00",40.7721,-73.9821,"B02682"
