MovieID,UserID,Rating,Date
17088,117648,5,2005-07-07
9415,1881667,4,2005-06-02
16825,243304,4,2004-04-23
14507,309989,3,2001-01-19
6037,2345097,3,2004-10-01
15114,587610,4,2005-06-29
13007,1984995,3,2004-02-07
15062,706009,2,2005-08-28
16882,2615089,3,2005-09-03
14755,2236998,2,2000-10-29
8282,103761,5,2004-06-05
12161,1215591,3,2005-03-22
6021,1243805,2,2002-08-27
12838,405693,5,2005-05-30
4931,730488,5,2005-02-09
7067,2201696,3,2005-01-10
607,1651495,3,2005-01-23
16879,1390762,5,2005-04-15
2612,1666483,2,2004-05-05
10363,1672508,5,2004-01-31
12366,448014,1,2002-12-24
8301,1371488,4,2004-06-21
571,571667,4,2004-04-03
2800,2460807,5,2005-03-09
10986,600170,5,2004-11-24
11279,1512077,3,2003-03-28
1905,394124,4,2005-08-26
11173,1002426,2,2004-09-16
17154,1203049,3,2004-12-03
9800,27369,1,2002-11-25
13628,2563241,5,2005-12-05
9235,1419916,3,2002-08-14
5367,1144095,3,2005-12-11
1245,64765,2,2003-03-11
9939,1686251,5,2005-11-14
4577,1598258,4,2005-11-17
517,445501,4,2003-07-20
3650,2099030,3,2005-08-25
2465,2356622,4,2003-07-29
13359,1271426,3,2005-11-18
11521,2175495,5,2003-08-30
2568,571538,3,2005-10-25
11166,2035453,5,2005-09-24
13809,413187,3,2004-09-19
5154,2280649,4,2005-10-03
13955,1776690,1,2005-08-17
14550,2263806,5,2005-12-31
13983,2398061,3,2004-08-23
10695,1132655,4,2003-07-28
14527,1736997,4,2005-01-27
2938,1702889,1,2005-09-11
14574,973861,3,2005-03-29
3936,1476404,3,2004-10-26
1798,568029,4,2004-05-10
14313,104583,4,2004-07-26
13041,2400183,4,2003-11-18
17638,1505442,3,2005-02-21
11356,1971183,3,2005-10-06
10212,16786,3,2004-03-29
4640,872088,5,2004-09-08
6158,1190829,4,2000-05-05
6475,103710,5,2005-05-19
4874,1070947,3,2004-03-13
17687,162348,1,2005-10-04
16277,625067,4,2004-07-15
17169,1660501,4,2005-08-10
4472,951057,5,2005-06-13
12470,1120738,2,2004-12-28
7397,1943141,3,2001-05-09
13298,2254500,3,2005-05-27
15975,1546199,3,2005-07-11
534,309243,3,2005-10-11
1664,274313,4,2005-06-30
840,2205547,3,2004-10-22
10774,1617677,5,2005-04-07
9961,770860,4,2004-07-08
1542,2234815,3,2004-05-23
7184,1646874,3,2005-06-03
1623,67277,4,2005-12-14
11132,2315135,4,2004-04-07
12293,994458,5,2005-01-10
8644,2058406,4,2005-05-08
2460,53694,2,2004-05-18
9939,791051,5,2005-09-19
5055,1037138,3,2000-11-16
9415,2016774,4,2005-07-29
8370,2616980,4,2000-09-09
9178,894217,3,2005-10-10
8904,1709971,4,2005-09-13
3859,1918910,1,2004-02-29
2162,85440,5,2005-10-03
4247,157806,4,2005-04-11
15952,400502,4,2005-08-08
4420,491652,3,2004-11-30
30,800555,4,2004-11-10
13847,2343479,5,2005-02-20
11677,1071013,5,2005-07-29
4389,1740579,3,2005-11-09
11164,1538346,5,2004-06-03
8682,2085050,4,2004-12-03
3197,1874590,2,2004-11-05
14296,504503,4,2003-05-09
1834,2489648,4,2002-02-21
5293,1126860,4,2005-06-26
17330,2225326,5,2004-10-16
5695,2071552,5,2004-07-18
16281,144716,3,2005-08-30
12570,661089,4,2002-04-20
11192,1632862,2,2005-03-02
11909,1334284,3,2004-05-03
9111,2328975,5,2004-12-20
17157,1177576,5,2004-11-22
9960,389368,4,2000-07-11
7249,1954275,3,2005-07-27
5243,2469788,3,2005-06-29
5601,398745,2,2004-04-28
13391,182369,3,2004-11-29
2862,1489960,4,2005-02-17
3254,2447465,3,2004-01-07
13669,2467882,4,2005-03-05
9254,817321,4,2004-10-26
14574,2136109,3,2002-03-02
3254,754846,3,2003-08-15
6708,997265,3,2003-12-21
10042,1830234,5,2005-07-21
1151,1198632,3,2005-04-18
4345,1982650,3,2005-07-11
11283,1718189,5,2004-10-08
16146,578412,2,2003-07-29
357,1444038,3,2005-12-08
10894,2497558,4,2005-06-29
11265,2053456,4,2005-05-02
6287,524869,4,2005-04-10
14407,1882888,4,2002-07-21
14780,2304517,3,2002-04-12
6833,851923,4,2004-06-13
11283,149356,5,2004-07-19
11366,321643,5,2005-02-01
11521,723325,5,2004-02-05
11608,709905,3,2002-04-25
12329,1290427,3,2004-11-10
13462,175764,5,2004-11-02
15609,1527206,3,2005-03-23
15393,580605,2,2005-04-12
10429,715533,3,2005-05-11
3864,1130380,3,2005-10-25
14149,1966800,4,2003-11-12
14621,1199561,3,2002-01-04
11040,2585108,4,2005-01-13
9954,1075294,4,2004-11-13
8915,2453463,4,2004-08-10
4330,2353297,3,2005-12-30
273,2116582,4,2005-02-21
7259,156866,3,2005-07-29
11030,175887,3,2005-09-18
6255,677644,3,2005-12-28
886,125307,5,2005-02-07
1905,2069818,4,2005-10-24
8086,67648,4,2005-02-27
1307,996140,3,2004-11-12
17169,1949534,4,2005-07-18
16480,1461435,1,2005-05-03
15058,447293,3,2004-03-11
9617,1643375,5,2005-03-10
1709,580572,3,2004-05-02
17387,1569048,1,2003-05-12
3274,643374,4,2005-09-27
4644,1007731,2,2005-01-19
14412,473915,4,2005-04-08
3427,429661,5,2005-09-18
2690,2589055,5,2003-12-02
6196,122175,4,2004-09-15
5318,98977,3,2005-09-27
880,2407453,4,2003-05-17
5778,505280,3,2005-06-13
4660,2168967,4,2003-01-15
4520,1739082,3,2004-03-15
17058,391245,3,2003-10-24
5538,127061,5,2003-10-03
11314,1693908,1,2005-12-30
13050,2183302,1,2003-08-15
9508,1370787,3,2005-08-14
15609,1548248,4,2005-06-27
15058,726756,4,2004-12-21
16204,1363315,1,2004-08-16
7899,807890,3,2004-07-15
14550,293038,5,2005-06-17
17692,901791,4,2005-08-18
7397,770137,5,2005-04-18
1428,493976,4,2004-11-29
199,1904521,4,2005-10-31
13082,933439,3,2005-10-06
10137,667164,5,2005-04-01
5293,2326111,5,2005-05-19
12682,1734762,3,2004-11-09
17293,2465820,4,2005-09-21
14131,1089184,2,2004-03-23
8376,1753820,4,2004-11-10
9458,51464,4,2005-12-02
3464,821181,2,2005-01-20
12155,2527539,5,2005-01-10
16809,390395,3,2004-05-11
2122,1456244,5,2004-01-28
12999,163928,4,2005-02-22
3966,617415,5,2005-03-27
4472,996556,5,2004-09-30
15007,2266249,4,2005-06-27
12759,484967,4,2005-08-08
8301,2160530,1,2005-04-21
937,470500,4,2004-10-07
3371,2392720,5,2004-06-02
8669,838217,4,2005-09-27
5257,2556455,3,2004-02-17
17355,460508,3,2005-04-11
1810,1574599,5,2003-05-09
14642,1371072,4,2002-09-02
2015,638004,4,2004-09-22
16922,956820,3,2005-09-02
1428,1215294,4,2005-08-30
5614,378532,3,2005-01-31
6329,446469,5,2003-09-07
2152,651973,5,2003-10-15
4256,1266960,3,2005-04-03
1771,297453,2,2005-09-01
11040,818025,3,2004-06-26
8687,439871,5,2005-07-05
3239,1629401,5,2005-09-02
15582,304095,5,2005-09-29
13195,4326,4,2002-04-06
2660,362328,4,2005-10-28
14047,1041730,5,2003-06-20
15425,1678871,5,2004-03-24
4345,1409607,3,2004-06-05
16567,575757,4,2005-03-04
7010,481416,3,2004-02-26
2391,978708,4,2004-09-13
4280,1765559,5,2003-12-19
4278,608501,3,2003-03-05
3756,2423552,4,2003-07-20
17625,2445646,2,2002-10-09
299,1218617,4,2002-11-05
15134,2456515,2,2003-07-13
17756,905570,4,2004-10-19
16083,643368,1,2005-08-02
10446,1973053,5,2004-02-20
2595,1753963,3,2005-02-28
1582,738430,4,2005-10-20
11573,2397383,4,2005-02-22
13398,790728,2,2005-06-21
16242,336551,4,2005-10-10
758,1572023,4,2005-03-04
16384,2319678,4,2005-06-16
13402,302856,4,2004-04-26
7331,829713,3,2004-10-25
1659,1210010,3,2004-09-20
16954,944122,5,2005-06-28
7960,2505123,3,2005-01-29
3371,1676791,4,2005-12-21
7493,1217110,3,2004-10-23
5174,1219787,4,2004-03-19
10583,89755,4,2005-09-12
12582,648077,4,2004-10-28
17424,2089305,5,2005-10-13
8976,1504700,4,2005-05-01
14856,878048,5,2004-07-26
9593,1119466,3,2005-03-04
7494,845725,3,2003-08-20
17339,581019,5,2005-07-05
15969,763269,2,2005-10-26
6615,879173,4,2004-10-04
12293,221085,5,2005-09-14
16793,2420328,5,2005-11-16
6206,1638787,4,2005-01-31
5421,1967944,2,2004-07-28
10418,2218750,4,2005-03-24
13471,178994,3,2004-11-11
473,829203,4,2005-10-09
10168,2574241,3,2004-12-17
5515,902608,4,2004-03-11
12785,2379087,5,2005-10-09
3825,1729597,4,2004-08-03
16954,1753770,5,2005-01-31
457,2635865,3,2005-10-20
16047,1409429,4,2005-10-10
14313,2322104,4,2005-04-06
13082,542743,5,2005-01-23
12502,1145353,3,2004-10-06
5477,1727531,4,2004-12-01
3161,2334078,4,2005-03-16
9049,983389,5,2004-01-27
15339,223379,3,2000-10-26
13081,233550,3,2005-02-07
6697,573995,5,2004-09-28
2162,2261600,4,2004-10-10
10739,1447877,3,2005-09-22
8171,827235,4,2005-09-21
4227,6368,4,2005-11-01
7511,1392726,3,2005-11-05
4354,2233542,3,2005-09-23
7632,1297338,3,2005-05-09
3624,332079,5,2005-10-17
5085,322878,3,2005-03-01
6386,390598,4,2003-11-07
10981,1748472,2,2002-12-08
10371,1535724,5,2005-10-03
6844,2090191,1,2005-07-05
6122,2396197,3,2003-07-28
7208,699493,4,2005-05-27
15062,218311,4,2005-10-15
329,1489092,4,2005-08-30
3900,1333894,5,2005-11-05
985,2591100,5,2004-01-22
15070,1963885,5,2005-05-04
7163,1127117,4,2000-07-25
4115,875437,4,2005-07-29
11089,38244,5,2005-04-21
9234,1890112,3,2004-11-22
9528,2014742,4,2004-12-24
6829,912312,3,2003-07-15
3925,1796837,4,2004-12-10
8806,888450,2,2004-01-02
7233,2509707,3,2004-10-07
16711,2242858,4,2004-06-02
14550,617376,5,2005-03-12
13251,1269848,3,2005-02-09
7281,598920,5,2004-07-25
5496,1044232,4,2005-02-11
10951,1631359,4,2005-12-20
12560,2473374,3,2005-04-20
16882,1938185,2,2004-07-07
7509,410417,4,2004-09-22
14527,1068610,4,2005-04-04
10044,1563452,3,2005-02-05
17195,2609456,2,2005-01-03
11495,1821073,3,2004-08-27
12471,1206486,3,2004-07-06
12569,1314869,3,2004-04-13
12881,1150992,3,2005-02-08
1145,416609,4,2004-07-28
16203,99036,2,2003-01-22
10082,161223,1,2005-01-21
1719,2192073,4,2005-05-30
8483,2082452,2,2004-06-18
13651,669274,5,2004-03-31
15777,1889178,5,2005-01-25
12145,2119014,4,2005-06-06
4488,1126751,3,2005-05-09
488,1846306,3,2005-09-29
4306,764770,4,2004-12-29
14712,2346150,3,2004-06-10
11607,1226102,5,2005-06-21
14109,1944653,3,2001-07-24
9049,740562,2,2000-03-07
13248,1515401,3,2003-09-20
4369,76132,2,2001-06-21
985,22432,2,2000-03-08
4656,1337293,3,2002-06-19
8846,868680,4,2001-02-17
872,2068735,2,2005-06-14
17152,336239,4,2001-04-02
5317,2363063,1,2004-03-04
9111,1188496,4,2005-10-11
10633,2587270,3,2004-09-17
13763,1882692,4,2005-05-29
2192,2294554,4,2005-04-13
14050,2575011,4,2005-01-27
17207,1218194,5,2004-07-30
17479,1270043,4,2003-10-30
12778,999012,3,2005-08-31
5823,412280,3,2004-02-24
4697,139639,3,2005-03-26
11745,548217,3,2005-05-25
17361,1299265,1,2004-08-13
16146,358034,1,2004-03-11
12668,1696725,4,2003-06-16
2580,977784,3,2005-03-08
15953,2066003,4,2004-05-02
2128,2171299,4,2005-02-05
14633,986875,4,2004-03-07
17580,430536,3,2004-11-14
16232,937603,4,2004-02-01
1754,1521962,4,2005-02-26
12014,299805,4,2003-12-01
918,426362,3,2003-06-05
17761,2268573,3,2003-09-05
4123,1954784,1,2005-10-19
17560,20050,4,2005-06-25
3267,1989720,4,2005-04-26
5299,2030198,3,2003-08-28
10607,2352094,5,2003-12-23
10734,2517667,4,2004-11-22
9545,378481,4,2003-03-14
16954,1029163,3,2004-02-09
15285,1602278,1,2004-11-11
2430,1476383,5,2003-12-17
5831,2042158,4,2005-08-06
12742,1284403,4,2004-12-21
16765,2263890,4,2005-07-17
7617,2551402,5,2005-05-23
1255,64627,5,2004-07-26
12344,659061,2,2003-01-07
285,2252882,4,2003-05-29
4545,2098284,4,2004-02-19
9677,2484834,3,2004-06-10
11580,929407,3,2004-01-03
1798,1604680,4,2005-06-09
5991,499024,3,2005-09-30
15922,1122818,4,2005-09-08
9613,335531,4,2004-12-23
2112,732882,4,2003-12-09
8467,2477617,4,2005-01-05
985,537417,3,2004-11-09
4432,254490,4,2005-01-12
4472,621290,4,2005-09-28
15496,2006681,3,2005-03-07
10178,947257,2,2003-10-27
10860,1816531,3,2004-12-13
9235,2327365,3,2003-08-24
8079,833677,4,2004-06-23
6760,897833,5,2005-12-10
10333,663189,3,2005-06-29
13728,998305,5,2005-11-23
6235,2010367,5,2005-06-07
171,1048453,4,2003-12-16
17135,1527065,4,2004-12-14
9116,828532,2,2000-11-18
15105,7683,4,2005-08-07
2095,1231187,5,2005-08-29
3254,1288207,3,2003-09-10
7971,2503632,4,2004-06-30
17295,1156545,5,2005-02-11
16339,2539004,3,2004-10-17
6833,1820564,3,2004-12-26
708,872730,4,2004-01-19
15578,827556,4,2005-02-18
2548,1233428,5,2005-10-19
13423,2382096,3,2004-12-31
14869,697619,4,2005-02-16
14407,205023,5,2004-12-23
7511,243612,3,2003-02-13
6475,623838,4,2005-08-23
14240,1008085,5,2004-05-19
8773,368513,3,2004-07-07
14664,2504364,4,2005-04-10
6206,145155,3,2005-10-16
1860,74441,5,2005-04-26
8386,2206151,3,2004-04-22
10467,1058006,3,2005-08-15
12913,996592,5,2005-07-08
13709,1193144,5,2005-07-18
13302,1105945,3,2004-06-28
1799,413883,4,2004-09-02
10230,1119268,4,2005-10-01
2465,1970390,3,2004-07-07
3355,350266,3,2004-11-11
5545,1380913,3,2004-08-23
191,2024484,3,2005-07-11
963,2569479,4,2003-06-30
14538,108957,4,2005-11-09
16721,326502,5,2004-01-22
373,150591,1,2004-01-26
1307,1425974,2,2004-05-18
2095,141462,4,2005-10-31
12255,131704,4,2004-06-27
3290,1709208,4,2005-05-24
3860,2550838,5,2005-05-13
1865,914688,3,2005-11-15
5327,1469976,4,2005-09-02
5928,865377,3,2005-02-14
7779,1606148,3,2005-01-08
13675,861140,4,2005-03-02
4705,1952753,4,2005-06-20
9340,497889,1,2004-11-17
17221,2127977,5,2005-01-29
12600,2649057,4,2004-01-30
5732,1318337,4,2004-09-06
10210,2266166,1,2002-06-30
2851,862101,4,2004-04-01
3999,1618395,1,2004-05-29
14545,2480121,4,2005-08-23
13418,1415307,3,2004-07-16
3058,2135424,4,2002-06-04
7032,193883,3,2005-06-20
16452,1414512,3,2002-08-09
17189,98579,5,2004-08-06
838,1473980,3,2005-09-04
16203,1926057,2,2004-10-21
12184,868519,5,2005-09-24
7234,1270469,3,2004-05-07
12416,96013,4,2005-04-15
4262,1334878,4,2005-04-11
15107,2483082,3,2004-08-09
13923,2146605,4,2002-11-23
14718,1946050,4,2003-03-19
2186,624388,3,2004-08-19
5805,2503760,5,2004-12-14
9188,2391850,2,2005-07-08
14482,187355,4,2005-10-06
7130,2422606,4,2003-06-25
295,579326,3,2003-11-04
12161,1288949,5,2005-02-19
7032,2568795,5,2005-06-06
10225,1566328,4,2004-04-05
8337,1702404,2,2005-07-04
8354,1088899,1,2005-06-09
7513,237410,3,2004-03-04
1912,366279,5,2005-07-08
1102,1059857,4,2003-07-28
11337,1755613,3,2004-03-16
7230,1624853,4,2005-11-10
16565,1010690,4,2005-04-28
8367,838612,3,2005-10-06
8743,54333,5,2004-11-24
2342,1812918,4,2005-09-08
4345,1279283,1,2004-05-16
17211,1975283,3,2005-01-31
11013,1409059,2,2004-07-29
16793,296660,4,2005-01-05
15124,1670736,5,2005-07-12
10221,1608985,2,2003-11-28
6882,354268,5,2004-06-22
457,2349645,4,2005-10-30
6693,2324574,4,2004-06-09
10241,782528,3,2004-11-06
17482,1798034,4,2003-09-14
16724,1214966,5,2005-07-02
1060,684876,2,2005-08-22
13392,1158880,4,2005-06-10
11435,204504,5,2005-03-24
14644,1053172,1,2005-04-20
9785,1848598,3,2005-01-24
299,107287,4,2005-09-06
3624,2129683,4,2004-12-06
8524,1731042,5,2004-07-03
6931,1693270,4,2004-01-04
14870,1148655,3,2001-12-11
12976,807988,3,2005-01-27
9882,2045348,4,2001-11-06
7406,684876,3,2004-05-04
11955,554137,4,2005-02-14
4302,1929916,3,2004-02-17
14175,1480914,4,2005-04-05
10703,2159478,2,2005-12-20
15582,2459471,4,2005-06-01
8904,1862369,5,2004-03-15
6886,209494,4,2004-11-11
342,1983835,3,2005-03-01
6552,2295117,3,2004-04-05
17088,1771269,4,2005-11-07
4341,561013,3,2004-10-17
6099,1164405,5,2005-06-08
4996,589404,3,2004-07-05
5054,854274,3,2005-07-25
14342,187896,4,2004-06-17
528,2133730,3,2005-11-27
16366,1954639,3,2005-01-10
7513,1687219,4,2003-08-12
199,2292354,4,2000-07-10
11398,1659196,4,2005-08-04
14727,933082,2,2002-05-22
629,1364974,5,2005-09-12
16969,1953445,5,2005-12-25
1692,2475820,2,2004-05-01
13102,1080197,2,2003-11-13
12317,1423519,4,2004-06-21
1905,1925428,2,2004-01-29
14269,1582823,5,2005-04-25
17154,2262547,5,2005-10-15
16882,1355960,3,2004-09-21
17506,162313,4,2005-08-27
15409,710611,1,2004-10-24
7356,761938,3,2001-08-13
14039,1820399,5,2005-08-17
2452,127911,3,2002-09-08
16944,978800,1,2004-04-14
13437,1698596,3,2005-10-13
8637,303146,4,2005-09-16
15471,974566,2,2004-05-25
2314,1390399,3,2005-06-02
12188,315820,1,2002-09-06
907,1466233,5,2005-07-04
7745,1448838,5,2001-06-21
16201,1656777,4,2004-08-25
2612,164685,3,2003-12-29
2380,2087163,1,2005-10-31
2112,801348,3,2005-03-20
6844,2331404,2,2004-12-05
3320,30253,3,2003-03-26
17169,2123856,4,2005-07-08
4705,2529528,1,2005-09-28
1798,2380859,5,2004-10-07
13433,2551983,3,2004-05-25
15788,157711,4,2005-01-30
6274,860375,4,2005-08-23
2458,1922752,5,2005-02-19
4330,50057,3,2004-05-26
12785,880097,3,2004-09-16
13050,139967,5,2004-04-18
14434,1507328,4,2005-12-03
4745,293844,3,2005-10-13
14459,1399571,3,2005-03-19
12766,2054068,4,2004-09-24
12299,1820984,3,2004-01-15
6408,1154697,4,2004-08-26
3254,2549746,2,2004-04-06
10778,947304,5,2005-08-01
3113,1903337,4,2005-11-21
6692,1757843,3,2005-06-09
5328,346036,2,2004-04-02
11375,1162007,2,2005-11-04
10042,2496938,5,2004-01-23
5708,248804,3,2004-03-30
14410,591070,5,2005-03-28
16668,1621703,4,2003-11-07
9548,621003,5,2004-03-24
6859,1470363,5,2004-06-04
2152,835086,3,2005-05-30
7149,2128532,3,2005-05-20
11038,232437,4,2005-02-20
13102,1033053,3,2004-07-19
6497,874253,3,2002-11-15
12238,725061,3,2003-03-24
3371,753987,3,2005-12-29
10522,1142961,1,2003-03-12
8826,43530,4,2004-03-18
5963,1242794,5,2005-11-10
12084,402511,3,2005-05-24
7395,353247,3,2005-08-04
13847,749001,4,2005-08-21
12911,806983,5,2005-09-12
15393,389133,5,2001-10-24
14055,1402989,5,2005-05-16
17112,308148,4,2005-03-25
15429,1500464,3,2004-11-16
9087,10897,3,2004-01-23
12693,882322,3,2003-10-04
7112,1783108,4,2004-12-20
11967,404845,5,2004-11-01
6720,1368905,4,2005-10-03
17479,1891929,4,2005-03-11
445,1141479,4,2003-09-30
3860,1291717,3,2005-10-21
8526,2637098,3,2003-08-09
13462,800518,3,2005-08-30
6245,1748702,3,2003-05-04
2139,886247,4,2005-10-16
16233,59936,4,2005-08-28
17560,1983486,5,2005-07-17
10313,198955,4,2003-07-22
708,2129462,4,2001-10-13
7249,416156,3,2005-04-20
6930,424818,5,2004-06-28
7667,1569593,4,2005-12-08
5515,1931684,1,2004-11-12
8832,665953,4,2003-11-25
13391,2233998,4,2004-06-23
7997,749827,5,2004-10-20
1810,2203564,4,2005-07-11
5035,2167896,2,2001-03-24
14855,52303,4,2004-06-08
5391,496575,2,2005-09-07
2699,321111,2,2005-04-25
11999,1842857,2,2004-01-09
13082,2638328,4,2005-09-05
5149,757828,4,2004-06-16
9922,2209805,1,2005-10-28
9828,1340484,5,2005-08-15
3368,132095,3,2005-04-21
2371,477892,4,2004-10-06
14240,451822,5,2005-08-04
3165,1244092,3,2004-04-14
15151,1848735,3,2005-06-10
9156,643166,5,2005-06-25
14725,1272415,2,2005-01-21
15394,2471566,4,2004-09-20
5496,1206897,4,2005-06-04
14869,1534784,3,2002-09-21
7219,2590895,4,2003-04-29
16357,2294553,3,2005-08-04
4432,320836,4,2005-04-18
16242,505060,2,2003-10-21
6199,1941388,5,2005-10-11
6099,2400943,5,2005-12-12
5327,1122306,2,2005-10-25
13930,1595355,3,2005-10-07
4996,1687459,3,2004-03-23
724,1722720,5,2003-09-15
8806,1492520,4,2004-08-31
2152,2363785,3,2002-04-23
14822,86767,3,2004-04-20
15465,189237,5,2004-10-25
6994,2514367,3,2004-12-05
17129,2367540,4,2005-06-21
3285,1409094,3,2004-12-15
16063,814040,4,2004-08-06
3113,476205,3,2003-10-20
7155,2030564,4,2004-06-02
13098,1980604,4,2005-02-24
4697,1248778,4,2005-03-22
11848,2360378,5,2004-12-23
9929,2644945,5,2004-03-17
16751,961279,1,2004-06-03
528,2567941,1,2005-11-05
16954,343076,5,2004-09-08
1266,1982512,3,2005-09-01
2554,1602973,5,2001-08-09
6243,2492108,4,2003-12-20
9074,811704,5,2005-08-14
12031,2012686,1,2004-02-05
6099,1860025,4,2005-05-10
8981,937192,4,2005-09-08
8614,346984,5,2004-06-23
8806,2167088,3,2004-09-13
4356,541822,4,2004-12-01
1865,462635,1,2005-08-27
11337,1398918,2,2003-07-25
17157,1452675,5,2004-03-23
10105,2301300,5,2004-02-13
7163,447039,4,2001-12-14
10947,68845,5,2005-08-22
13981,1161710,2,2005-10-05
17526,1836545,3,2005-09-29
313,2218588,2,2004-12-30
11378,2221397,5,2005-03-08
8782,2075553,4,2005-09-14
5612,1826516,4,2004-06-21
6134,1075945,4,2005-09-09
2400,1146420,2,2000-02-03
12810,2569115,3,2005-03-26
8915,1348322,5,2005-02-21
2701,1503647,1,2004-01-21
10810,1439770,4,2005-10-21
8468,658669,5,2005-03-03
11521,2527137,1,2005-08-27
1238,2340228,4,2004-03-27
9189,2442353,3,2004-05-05
15714,93753,4,2005-07-09
6287,1677708,3,2003-07-24
16644,1570073,3,2005-07-06
1578,2090551,4,2005-08-29
10884,752642,4,2001-03-21
1050,2585641,5,2005-10-01
11651,625012,4,2004-03-03
2874,1790845,4,2005-04-05
12317,1846462,1,2004-07-07
12494,1608205,5,2004-08-07
17066,1227056,4,2005-07-13
9882,167227,2,2002-03-19
16790,2349052,4,2005-05-06
10955,1323821,5,2004-08-25
13098,613753,4,2005-07-14
12435,1249577,5,2004-12-03
14300,1229628,4,2005-07-09
5496,1760415,3,2005-08-12
15062,1719337,3,2005-09-16
4932,1544865,3,2003-12-17
1902,876083,4,2003-08-10
13081,1397369,3,2005-09-21
11173,964866,4,2005-10-24
1561,1575830,4,2004-02-10
482,1914157,3,2005-06-02
7416,789894,3,2003-07-15
3938,1276655,4,2004-12-05
5414,1788632,5,2005-06-27
17536,465518,5,2005-08-01
1843,628368,3,2005-05-21
7064,738437,3,2005-04-15
15474,1383706,3,2002-02-07
17134,1197161,3,2005-10-11
4577,621592,3,2004-08-19
6494,1584999,5,2004-04-11
11110,470843,4,2003-06-20
17441,2376860,4,2005-08-23
12155,1577067,5,2004-12-16
12911,1889242,5,2005-10-10
7879,703578,5,2005-06-22
11283,1439019,5,2005-01-27
1542,984718,3,2004-09-04
4801,2363816,3,2005-09-10
1803,1692024,3,2003-08-29
1625,2441579,4,2004-09-23
329,870268,5,2000-12-15
9628,297737,5,2005-10-03
3624,694862,5,2004-07-20
5199,554477,5,2005-01-19
7057,140952,5,2005-12-02
197,1808510,4,2005-03-02
11337,1817488,5,2005-11-16
2372,1129745,4,2005-04-11
660,584266,4,2005-10-11
13248,342877,5,2000-02-02
15700,1583736,4,2005-09-20
9511,369339,3,2004-09-26
1798,1226149,5,2004-11-14
4473,94915,3,2003-03-14
7219,835869,4,2005-01-31
11732,2413042,4,2004-07-21
16181,2647520,4,2005-11-01
5317,2443333,4,2005-09-13
4123,32885,1,2003-07-09
3079,1009945,5,2005-06-30
4356,1262327,4,2005-04-26
2342,1223397,4,2005-01-10
4302,789300,3,2003-12-27
13728,2165686,2,2003-02-26
2580,1171236,3,2004-02-27
13050,2313804,4,2003-05-13
12587,2481156,5,2004-02-28
1798,541266,4,2005-08-24
14940,1757056,5,2005-05-27
9189,1224427,3,2004-10-01
14550,350593,5,2005-08-22
7234,2006331,5,2005-04-09
16879,641452,1,2005-04-21
17180,908324,4,2004-12-10
10212,1704312,5,2004-11-17
8846,576375,4,2005-08-19
5840,663435,5,2004-11-29
16666,2050546,5,2005-10-26
