1onms4w1h1zy9dhjl6sj14hzsgj.org,newgoz,dga
f6tlyq1o345qjldq2mj1y9f98.net,newgoz,dga
binweevils.com,n/a,legit
queuegonnathomson.cal,zoreo,dga
jbpzppuwgqfiztksscpztxw.ru,goz,dga
mail.enjoydressup.com,n/a,legit
mail.mariohowevercathedral.gl,zoreo,dga
jtxbsbqelkyn.ru,cryptolocker,dga
1b5jiccbz58e01g21m0d1748l9c.net,newgoz,dga
qr3o2u17uwvf31pqut631nc5o82.com,newgoz,dga
www1.nzwsnrxaezhgeauvscaphapjkne.ru,goz,dga
lvpmchvcojlvfos.ru,cryptolocker,dga
yr9ofuw2hx0xu2ynwpv9kk3k.org,newgoz,dga
1sjgebzz3m5d939wp6e10zsud3.net,newgoz,dga
www1.mutuisupermarket.it,n/a,legit
vovslglrtrnh.ru,cryptolocker,dga
misscoquines.fr,n/a,legit
happycambodia.com,n/a,legit
admin.studygs.net,n/a,legit
coolermexicocompletely.uz,zoreo,dga
pchonlinesurveys.com,n/a,legit
dbdgxrctmuwuepn.ru,cryptolocker,dga
equipmenttraderonline.com,n/a,legit
lchbcuwhtxxyqbl.ru,cryptolocker,dga
dev.celebritycruises.de,n/a,legit
unilever.com.cn,n/a,legit
kijkshop.nl,n/a,legit
m.associatedselectingsalesadvances.bot,zoreo,dga
qppiggxoyvlelq.ru,cryptolocker,dga
mail.bcmtouring.com,n/a,legit
trivago.com.tw,n/a,legit
admin.xfinitytv.com,n/a,legit
dev.thebodyshop.com,n/a,legit
yadeiwrlpqwjd.ru,cryptolocker,dga
www1.ddpromote.com,n/a,legit
mail.animeonline.su,n/a,legit
toughlicenseinfluencedfinding.yoga,zoreo,dga
dnfight.com,n/a,legit
a7z7x9187bjk71lcegqg536n30.com,newgoz,dga
admin.wpdailythemes.com,n/a,legit
video-shoper.ru,n/a,legit
www.aimweblink.com,n/a,legit
admin.thinkorswim.com.sg,n/a,legit
sclmxpvqrjbbltm.ru,cryptolocker,dga
ns1.bestwordpressbusinessthemes.com,n/a,legit
ns1.suitsdannywanna.pccw,zoreo,dga
totallycompressednailscompatibility.gift,zoreo,dga
www1.1dqm6cjaizijndibrj11ylc9xo.net,newgoz,dga
admin.curalate.com,n/a,legit
2106871bc3z2vqond861q0qw7h.com,newgoz,dga
www.ganjmbeagitnfqqqcqwltg.ru,goz,dga
dev.pokerfuse.com,n/a,legit
www1.travian.co.il,n/a,legit
admin.jjfgialdufnc.ru,cryptolocker,dga
familyfriendpoems.com,n/a,legit
ciqowjnpntsovcabukbdvwbejby.ru,goz,dga
migkqlpcpxoty.ru,cryptolocker,dga
oigglfpghpmogx.ru,cryptolocker,dga
eyeofriyadh.com,n/a,legit
activityvillage.co.uk,n/a,legit
7forallmankind.com,n/a,legit
m.wrbnpbjqetxv.ru,cryptolocker,dga
discountedcraftprintingthesis.tips,zoreo,dga
dev.investigationsinnerschema.java,zoreo,dga
www1.textsnip.com,n/a,legit
courierarrivedcoolerdocumentation.eg,zoreo,dga
pricerunner.fr,n/a,legit
www.newbienudes.com,n/a,legit
mail.markmonitor.com,n/a,legit
manchestercouncilsavannah.art,zoreo,dga
supaprice.co.uk,n/a,legit
uzbekistancompositionrecallcentre.car,zoreo,dga
autobild.com.mx,n/a,legit
gruywejwctanpbr.ru,cryptolocker,dga
megajobs.com,n/a,legit
dev.ceqykxkvmnwdncx.ru,cryptolocker,dga
admin.xvrjepehpqgls.ru,cryptolocker,dga
arabmmo.com,n/a,legit
savills.co.uk,n/a,legit
www.influencesfridgearrivalbiodiversity.bank,zoreo,dga
ns1.desirepolymerswedenstudios.link,zoreo,dga
m.candidvoyeurism.com,n/a,legit
ns1.timesclub.jp,n/a,legit
admin.un9ha3xl16quodw8je1tj8ja6.com,newgoz,dga
tcfexpress.com,n/a,legit
uclpfxlcujgyqlk.ru,cryptolocker,dga
discussionclausepolyester.ceo,zoreo,dga
www.bookmarkcount.com,n/a,legit
studentrate.com,n/a,legit
sandib2b.cn,n/a,legit
nhxohbltmewvusp.ru,cryptolocker,dga
disciplinesmattresstestedconfidential.ieee,zoreo,dga
cam-content.de,n/a,legit
convergenceconceptualminoltajimmy.pay,zoreo,dga
mail.gemyjmnrjyinr.ru,cryptolocker,dga
www1.1qm3shh13ddo9emmq57q2l8p7g.com,newgoz,dga
www.xxxxsextube.com,n/a,legit
anventejhrxgslg.ru,cryptolocker,dga
admin.seo-supreme.com,n/a,legit
ns1.fdkuiafdbafpm.ru,cryptolocker,dga
qgoq411fjwhto1fakpubaxto4r.net,newgoz,dga
coldwellbankermoves.com,n/a,legit
xtcvohypyxcylfqkrcjfzxijduhy.ru,goz,dga
omroepwest.nl,n/a,legit
breakingnews.com,n/a,legit
dev.netgamingsolutions.com,n/a,legit
counselingbluetoothtreat.fm,zoreo,dga
localmarketinggenius.com,n/a,legit
eaglecar.ca,n/a,legit
bizzduniya.com,n/a,legit
bbinary.com,n/a,legit
parents.ru,n/a,legit
ljumfupfdqonaisoijcyhapykneu.ru,goz,dga
printerfundedsimulationbreaks.wtc,zoreo,dga
jdfevykwblcj.ru,cryptolocker,dga
clonecomparativecommitments.yt,zoreo,dga
vtnmtfutknchca.ru,cryptolocker,dga
rgudfuabyeets.ru,cryptolocker,dga
atqstcnqgrrurj.ru,cryptolocker,dga
sokamocka.com,n/a,legit
studyaffairrequests.in,zoreo,dga
m.dietaryprocessingnitrogenaccomplished.gu,zoreo,dga
spiderivy.com,n/a,legit
cowupketosck.ru,cryptolocker,dga
dev.axa-equitable.com,n/a,legit
piratesattendancemeetings.nfl,zoreo,dga
3kropki.pl,n/a,legit
blvgubkoyehn.ru,cryptolocker,dga
iranpardis.com,n/a,legit
www1.lamchame.com,n/a,legit
ns1.pbeltcqijxgpvaifqorgaivdmzam.ru,goz,dga
m.kasikornbankgroup.com,n/a,legit
avisosdeocasion.com,n/a,legit
phdcomics.com,n/a,legit
admin.suddenlyvacationssubscribers.like,zoreo,dga
philippines-addicts.com,n/a,legit
mysurvey.jp,n/a,legit
881kgl4exulcqhn56sjz8a4y.com,newgoz,dga
domainprcheck.com,n/a,legit
football24.ua,n/a,legit
testsstructuraloccasional.nrw,zoreo,dga
immediatelycapabilitysudan.ps,zoreo,dga
citapreviadnie.es,n/a,legit
ns1.suna-sd.net,n/a,legit
dev.meus5minutos.com.br,n/a,legit
wiwi-treff.de,n/a,legit
shipsrefugeeschurches.ruhr,zoreo,dga
allianz.com.my,n/a,legit
guyfoiiosmckj.ru,cryptolocker,dga
actionvoip.com,n/a,legit
sexyfuckgames.com,n/a,legit
5atgqhui9sb6n9bnvt1021bz2.biz,newgoz,dga
articlecell.com,n/a,legit
mail.crackle.com.pe,n/a,legit
lightingindicatedbattery.how,zoreo,dga
admin.chubbygirlpics.com,n/a,legit
lasorbonne.fr,n/a,legit
harley-davidson.asia,n/a,legit
myaddsposting.blogspot.in,n/a,legit
m.explosiondiamondphilipssandy.ng,zoreo,dga
www1.enomcentral.com,n/a,legit
myxgcyfwhain.ru,cryptolocker,dga
lancasterseemedwesley.cy,zoreo,dga
mryuotkmfxgmaqxdagyhzpxkz.ru,goz,dga
m.propertykita.com,n/a,legit
dev.saturdayagencymyself.rio,zoreo,dga
rjohydiiljnekrt.ru,cryptolocker,dga
smartphoto.de,n/a,legit
ns1.mellvappyxiimfx.ru,cryptolocker,dga
www.pyramidcollection.com,n/a,legit
michiganundertakendefendant.city,zoreo,dga
1jwib8215xa3dz1sw5u3m15zqmif.biz,newgoz,dga
filesindividualsecretariat.fire,zoreo,dga
mhdnfvdiuaaaj.ru,cryptolocker,dga
domainsponsor.com,n/a,legit
rbxjldlktkpsjx.ru,cryptolocker,dga
twtrland.com,n/a,legit
admin.zhdeuoxmjxyxzpptinknhuozxx.ru,goz,dga
lbuspkffmwsfkvxcijpzonvs.ru,goz,dga
admin.carehomes.co.uk,n/a,legit
laweekly.com,n/a,legit
www1.milanuncios.es,n/a,legit
onewayfurniture.com,n/a,legit
www1.1ryblui4qeo6ucvipw61hi21sp.net,newgoz,dga
18bz856tuwr661dgbc9wxudg29.com,newgoz,dga
chatyahoo.ir,n/a,legit
ojlovmfekndoasd.ru,cryptolocker,dga
mindvalleyinsights.com,n/a,legit
freedownload.ir,n/a,legit
mail.irishmirror.ie,n/a,legit
mail.yxbgamlyhaygjv.ru,cryptolocker,dga
lebtxmvabsibnkj.ru,cryptolocker,dga
clinicsbelledecimalmonster.trv,zoreo,dga
customerofferingsclimbing.loft,zoreo,dga
m.minhaseconomias.com.br,n/a,legit
1j5s1htzrf92g1uwksqj168ypv2.org,newgoz,dga
dev.qnbaogqfjoanxmf.ru,cryptolocker,dga
ns1.blogussion.com,n/a,legit
lsdvjbordjfjbx.ru,cryptolocker,dga
m.webanddesigners.com,n/a,legit
ahajournals.org,n/a,legit
the-west.net,n/a,legit
advertisementssubjectivedancing.ovh,zoreo,dga
apxrtdgxcvltgg.ru,cryptolocker,dga
dev.terminalsgreenhousesimulationdonation.ping,zoreo,dga
bindingthrowingstudybottles.mtn,zoreo,dga
www.vwxjbwhpfhypreqsuolkmf.ru,goz,dga
sk2ls619zjde144ik1vowqyv.org,newgoz,dga
huntingnet.com,n/a,legit
dead-surf.com,n/a,legit
webcamp.cc,n/a,legit
freetetris.org,n/a,legit
mail.fewermozillasuppliertimothy.bnl,zoreo,dga
imobile.com.cn,n/a,legit
frontrange.com,n/a,legit
admin.espace-musculation.com,n/a,legit
cortalconsors.de,n/a,legit
mail.finbetting.info,n/a,legit
www.hiddenjustinwholenortheast.deal,zoreo,dga
tagheuer.co.uk,n/a,legit
nctnrncqttayuey.ru,cryptolocker,dga
akhjoonbazi.com,n/a,legit
quebarato.com.co,n/a,legit
amzdesotchumnxtsizzlvwdswmj.ru,goz,dga
girlsinyogapants.com,n/a,legit
brasilpetshop.com.br,n/a,legit
tmkdgahmqiewhpf.ru,cryptolocker,dga
ns1.akachan.jp,n/a,legit
sexzindian.com,n/a,legit
mediacongo.net,n/a,legit
butterflybrassassumptions.food,zoreo,dga
admin.careerpointkenya.co.ke,n/a,legit
genevapressedaliceassumed.gmx,zoreo,dga
palingseru.com,n/a,legit
cnqiowqdpsklk.ru,cryptolocker,dga
ns1.fmahkgseqhlasi.ru,cryptolocker,dga
tfmetalsreport.com,n/a,legit
www1.tweetcam.me,n/a,legit
mail.dltbrbdtahvud.ru,cryptolocker,dga
www1.notifybehaviorshares.lds,zoreo,dga
dmxuwlnhhzxeqmbjnrgwsm.ru,goz,dga
www.localhost.co.za,n/a,legit
megabrowse.biz,n/a,legit
machineryzone.es,n/a,legit
mail.magiclantern.fm,n/a,legit
admin.tribeswatershedthreadedfundamental.mba,zoreo,dga
justhookup.com,n/a,legit
ojoypfhippixewm.ru,cryptolocker,dga
thinkquest.jp,n/a,legit
www1.realcombiz.com,n/a,legit
javarchive.biz,n/a,legit
ekvuiaiqxbyx.ru,cryptolocker,dga
deshbandhu.co.in,n/a,legit
yfgjarnwwpbkt.ru,cryptolocker,dga
applevacations.com,n/a,legit
uaxocbcrdjpvl.ru,cryptolocker,dga
mail.scmplayer.net,n/a,legit
mbqdtanxytxhbrz4e8arstts.biz,newgoz,dga
jembsuasuribmi.ru,cryptolocker,dga
1g3g1l81i672s01vod7fn1q9gtfr.com,newgoz,dga
problemsplatinumpubmed.phd,zoreo,dga
vwjmbwbrjrrf.ru,cryptolocker,dga
admin.snkwvc2ubq6oq5qa1h1c5pn5w.biz,newgoz,dga
arabp2p.com,n/a,legit
ns1.swazilandmuseumsquote.pt,zoreo,dga
accordingextractintroductory.ax,zoreo,dga
ns1.managewp.org,n/a,legit
q6jaa11appeip1o6ooca1phhv0z.net,newgoz,dga
1yifp9y119lnvn1olng9zsa15el.com,newgoz,dga
quotemedia.com,n/a,legit
packardbell.com,n/a,legit
autotrader.nl,n/a,legit
admin.showedglossarymobilelying.kiwi,zoreo,dga
m.informaciona.com,n/a,legit
ns1.mychannel.gr,n/a,legit
www.shelterpetproject.org,n/a,legit
pasvdbthdqvauqj.ru,cryptolocker,dga
pzjvgmtczxsuqkjfdmxnvhyw.ru,goz,dga
ateamcentral.info,n/a,legit
panelistsurvey.com,n/a,legit
vesselcomponentkeywords.ps,zoreo,dga
skmrpgieytlfdguwsqkpusdqwkws.ru,goz,dga
ns1.regionmanagersingles.voto,zoreo,dga
admin.styleshout.com,n/a,legit
observationrealizedshepherdextra.sarl,zoreo,dga
admin.xlthurnusrulo.ru,cryptolocker,dga
m.shop-pro.jp,n/a,legit
dev.tecnoculto.com,n/a,legit
diariocorreo.pe,n/a,legit
wickedpictures.com,n/a,legit
www.nepaljapan.com,n/a,legit
www.melbourneit.com,n/a,legit
vgtpjgusskvsdiwoxkhxwxln.ru,goz,dga
rumahweb.com,n/a,legit
m.7mzpys16jg5m0xxbumiywzpa5.org,newgoz,dga
nurserysometimesaccent.vip,zoreo,dga
articles411.com,n/a,legit
catholicmanualsimpacts.save,zoreo,dga
ns1.militarydonationcabindancing.mn,zoreo,dga
uaymnshqlcju.ru,cryptolocker,dga
surreyteethbeaver.edu,zoreo,dga
franchiseinnocentvisiblelesbians.news,zoreo,dga
lyqkrwrefcpav.ru,cryptolocker,dga
admin.theaustralian.com.au,n/a,legit
turknova.net,n/a,legit
mail.sucxrwcalcyzfqfqxindemr.ru,goz,dga
lawdepot.com,n/a,legit
jxgdkfcbndia.ru,cryptolocker,dga
banimalk.net,n/a,legit
pbyenfmigwjeemv.ru,cryptolocker,dga
rtgaasuevxjps.ru,cryptolocker,dga
calcalist.co.il,n/a,legit
m.property.cc,n/a,legit
frenchsurgestarsrarely.id,zoreo,dga
m.qlhwxnoneaful.ru,cryptolocker,dga
dev.vbhbsbofggkbbb.ru,cryptolocker,dga
shakespeareoptionaldealers.ca,zoreo,dga
1pc99xvy74yuz1t0a81x6atx42.org,newgoz,dga
rjbwfgmcpinsmr.ru,cryptolocker,dga
aegeovjfvkdlprksctsvkugvw.ru,goz,dga
fdjbxuhxwnseybo.ru,cryptolocker,dga
m.hdreactor.org,n/a,legit
gjjnhpllbgns.ru,cryptolocker,dga
admin.ixjuolwxgmuabhp.ru,cryptolocker,dga
nonvegjokes.com,n/a,legit
www1.sweettmakesthree.com,n/a,legit
pressreleasemonkey.com,n/a,legit
almubasher.com.sa,n/a,legit
ljpbalyemcxsant.ru,cryptolocker,dga
www.nigeriawinternakedlawyers.pwc,zoreo,dga
htxecxwsnuelgk.ru,cryptolocker,dga
wyvgvvvyrpjlp.ru,cryptolocker,dga
westernlawyerbumper.mq,zoreo,dga
ns1.tubeadnetwork.com,n/a,legit
dev.nuzakelijk.nl,n/a,legit
www.collegeconfidential.com,n/a,legit
naturallyfridaylawyersoutlook.lk,zoreo,dga
ozersk74.ru,n/a,legit
filmifullizle.com,n/a,legit
dev.commanderairfarevillagehouse.gle,zoreo,dga
www1.methodologychristianityattachparagraph.guru,zoreo,dga
ypcutsfionwnzxqwpjhygelr.ru,goz,dga
tongguo100.com,n/a,legit
gybeeqkaqxcvwjbiftkhyheh.ru,goz,dga
m.kqmpmdocoeubmug.ru,cryptolocker,dga
dev.programlar.com,n/a,legit
joom-friends.com,n/a,legit
pgmediaserve.com,n/a,legit
bhalzusxcrknofcmlzlnptoukwc.ru,goz,dga
ns1.couponsandfreebiesmom.com,n/a,legit
www.sponsoredleatherskatingfinger.ibm,zoreo,dga
sheetasbestosgeneric.dds,zoreo,dga
ikedahayato.com,n/a,legit
grandcloud.cn,n/a,legit
admin.mobile88.com,n/a,legit
admin.jkllmhcqqgtlcjy.ru,cryptolocker,dga
lauxanh.com,n/a,legit
dev.raionxfpswvyj.ru,cryptolocker,dga
mail.webcasas.com.br,n/a,legit
admin.oleuobmqmqys.ru,cryptolocker,dga
www1.linksfusion.info,n/a,legit
m.bankofthewest.com,n/a,legit
m.seojunction.us,n/a,legit
partstore.com,n/a,legit
directory.org,n/a,legit
bitq4v7to9eim63zsrbc8zcp.net,newgoz,dga
datatables.net,n/a,legit
m.morningstar.com.au,n/a,legit
ashiyane.ir,n/a,legit
siteaero.com,n/a,legit
mail-archive.com,n/a,legit
www.nedermagic.nl,n/a,legit
thrashermagazine.com,n/a,legit
mail.vrbnyuqghemwpwd.ru,cryptolocker,dga
ilrpgbbkybpa.ru,cryptolocker,dga
kardoonline.com,n/a,legit
cmqxrxvowfsadf.ru,cryptolocker,dga
wuaitxt.com,n/a,legit
nationalexpress.com,n/a,legit
mail.lzgasdulfxqscgpfgpx.ru,goz,dga
chartbeat.com,n/a,legit
hostknox.com,n/a,legit
www.chargedbuyersfinancialrules.zw,zoreo,dga
hiqkgkuqvjvyip.ru,cryptolocker,dga
xhousgcnvtfw.ru,cryptolocker,dga
karmalynx.com,n/a,legit
ns1.tooptarinha.com,n/a,legit
tkfxugkrjoigk.ru,cryptolocker,dga
ohmydollz.com,n/a,legit
dev.ringsdanielpodcastsrepeated.is,zoreo,dga
infowebmaster.fr,n/a,legit
fbveqghechlth.ru,cryptolocker,dga
crediteurope.ru,n/a,legit
1k0znjf190vun21pngg9qf3hidh.biz,newgoz,dga
mail.rakuten.jp,n/a,legit
dbtalrripuyxjvy.ru,cryptolocker,dga
ynu649fqupcb1rzubr5mbwger.net,newgoz,dga
m.18gq6oj19tztytgl4yo5apa1m4.com,newgoz,dga
imagebanana.com,n/a,legit
freakonomics.com,n/a,legit
m.bigtitstokyo.com,n/a,legit
nongyeweb.com,n/a,legit
blucigs.com,n/a,legit
wxlufuimaoern.ru,cryptolocker,dga
howtocleanstuff.net,n/a,legit
agrieducation.org,n/a,legit
thxdhnoddwybhd.ru,cryptolocker,dga
admin.afterreservemeetings.cam,zoreo,dga
ecuavisa.com,n/a,legit
hajqcwrurwkr.ru,cryptolocker,dga
www.stoppedabsoluteranchrange.hbo,zoreo,dga
admin.domneng.com,n/a,legit
www1.domainindia.org,n/a,legit
yonxfxotbjfjftx.ru,cryptolocker,dga
liveangarsk.ru,n/a,legit
www.awtmudwogoyjl.ru,cryptolocker,dga
ns1.1bdq5gykgx4v3ufiwhn69xcz2.org,newgoz,dga
preventingmatterkelly.tl,zoreo,dga
www1.kvfesovguzhpnmnzhivwsvkwsxkx.ru,goz,dga
rohgame.com,n/a,legit
jdflkvieyircve.ru,cryptolocker,dga
gardeningknowhow.com,n/a,legit
utilsopeningbestsellers.lgbt,zoreo,dga
m.freemeteo.cz,n/a,legit
asiadcp.com,n/a,legit
megafon.tj,n/a,legit
baixaki.com.br,n/a,legit
novasports.gr,n/a,legit
14kq0q61exdwk6j1tkix1jjyffe.net,newgoz,dga
www1.templatesquare.com,n/a,legit
nuyenfrmuijua.ru,cryptolocker,dga
ns1.majorintensiveespecially.men,zoreo,dga
admin.kapihospital.ir,n/a,legit
www1.travmedia.com,n/a,legit
mail.1o29ivx97wyskhrhl4p1pet6mt.com,newgoz,dga
dev.continuousfibrewells.bbt,zoreo,dga
xelewnqbvyyhhg.ru,cryptolocker,dga
unrnsjycasnyw.ru,cryptolocker,dga
lanacion.com.ar,n/a,legit
bushi123.com,n/a,legit
tubegays.xxx,n/a,legit
financnik.cz,n/a,legit
qaebfalcqktwqfc.ru,cryptolocker,dga
adzmedia.com,n/a,legit
esteelauder.fr,n/a,legit
www.firerescue1.com,n/a,legit
nvxoypjmjnzwhqskvdpnzwcem.ru,goz,dga
admin.asktiava.com,n/a,legit
bikerornot.com,n/a,legit
basenametruckbelievedvoted.mw,zoreo,dga
admin.childhoodlocaldocumentsdates.spot,zoreo,dga
www.nrahscfiwrqbavg.ru,cryptolocker,dga
1grn3w10u0qyvzij5a71kr3uah.org,newgoz,dga
bit-hdtv.com,n/a,legit
www1.175edw21s6w91v1wt5a0xj0i8s.org,newgoz,dga
d6zflupez0u4hibo5k1mgu6ln.com,newgoz,dga
m.eadmdmajxjftg.ru,cryptolocker,dga
ggvtistnehtnmf.ru,cryptolocker,dga
wotreplays.ru,n/a,legit
portraitprofessional.com,n/a,legit
openers.jp,n/a,legit
geneticspacificadolescentlinked.st,zoreo,dga
trafficz.com,n/a,legit
legs-r-us.com,n/a,legit
m.picfont.com,n/a,legit
dtscout.com,n/a,legit
llcuowwnrhrb.ru,cryptolocker,dga
tophosts.com,n/a,legit
ymgvickbalqelo.ru,cryptolocker,dga
rdgfhekpgutnwhf.ru,cryptolocker,dga
admin.canalsur.es,n/a,legit
atrilli.net,n/a,legit
avidolz.com,n/a,legit
mail.plentystakehockey.nz,zoreo,dga
qesxpqlpajbvi.ru,cryptolocker,dga
havefunteaching.com,n/a,legit
allanbruneireference.like,zoreo,dga
singsale.com.sg,n/a,legit
tsgywontdamjlukwrconroat.ru,goz,dga
juxtapost.com,n/a,legit
marathimatrimony.com,n/a,legit
qoahgafhhapoumx.ru,cryptolocker,dga
dev.rogerebert.com,n/a,legit
medportal.su,n/a,legit
1avdrnt2gdy3ujo0f12gph5o3.net,newgoz,dga
teencategories.com,n/a,legit
planet-traffic.com,n/a,legit
ns1.planefinder.net,n/a,legit
ns1.kwdw5t1vk3wcg7wjjokeduvua.biz,newgoz,dga
tooogooo.com,n/a,legit
m.dawhois.com,n/a,legit
rubmaps.ca,n/a,legit
egoelerojutx.ru,cryptolocker,dga
hthayat.com,n/a,legit
1t5qr801hy5wrmprykx519rodno.biz,newgoz,dga
stocking-mania.com,n/a,legit
maxdesign.com.au,n/a,legit
102wtwrbxq3h01jax7s814snwuz.biz,newgoz,dga
humanitarianentrancerelationshipvintage.show,zoreo,dga
rockethub.com,n/a,legit
1f3detiz9f7sg186axw1c8hnc3.org,newgoz,dga
site-helper.com,n/a,legit
ns1.ewxxcgegytwxlq.ru,cryptolocker,dga
m.grahambrown.com,n/a,legit
mxg3ugslc8qe4k4mevbt61gw.com,newgoz,dga
bebinin.com,n/a,legit
dev.fpj90j1whja1633dy2n1143bvg.net,newgoz,dga
enjaztech.com,n/a,legit
ns1.fengoffice.com,n/a,legit
mail.transactionsweetasylumkeyboards.tab,zoreo,dga
dev.nathanpropercabinetsorganize.shop,zoreo,dga
leakforums.sx,n/a,legit
elaragueno.com.ve,n/a,legit
ns1.forthnet.gr,n/a,legit
www.gobiernodecanarias.org,n/a,legit
rsiwigtkqdrccl.ru,cryptolocker,dga
www.maybelline.fi,n/a,legit
shenzhenair.com,n/a,legit
xyapcaqtwomdtjx.ru,cryptolocker,dga
pvogeo1bt3m7pnfrzaiv22ii3.org,newgoz,dga
ns1.gunnerkrigg.com,n/a,legit
www.1jq9x621iwil4nzpcs9cqhwbs3.biz,newgoz,dga
mail.4-shared.eu,n/a,legit
brainmass.com,n/a,legit
etqnpvcegokjwp.ru,cryptolocker,dga
qsmjfpigcsie.ru,cryptolocker,dga
groveautomatedinvitation.xxx,zoreo,dga
admin.webydirectory.info,n/a,legit
ktwhmhetkfipkbtfmxucpbkr.ru,goz,dga
zw44yj1upfqh71b4uozw1marld5.net,newgoz,dga
vidible.tv,n/a,legit
dev.everydayme.hu,n/a,legit
marshdirectedthinkingkilometers.fly,zoreo,dga
conceptnova.org,n/a,legit
dev.myp2pch.com,n/a,legit
onaprphlpfvuf.ru,cryptolocker,dga
aanthaireporter.com,n/a,legit
dev.ozmjypgqjrbqaelbjcqteqhdqtz.ru,goz,dga
vkswsejhnqdo.ru,cryptolocker,dga
www.emberjs.com,n/a,legit
expertcalculatorscountiesobtaining.run,zoreo,dga
mail.peoplestylewatch.com,n/a,legit
m.mfvgnboxujqjkwl.ru,cryptolocker,dga
frankfurtclicksviewsberry.ott,zoreo,dga
chompchomp.com,n/a,legit
pnaviphjyths.ru,cryptolocker,dga
savills.com,n/a,legit
androidos.in,n/a,legit
peymdahvoixa.ru,cryptolocker,dga
dev.overdrive.com,n/a,legit
admin.linkcloud.cn,n/a,legit
admin.wannonce.com,n/a,legit
guaranteecorrespondenceawarequick.gp,zoreo,dga
admin.ypjklcupkjnppx.ru,cryptolocker,dga
admin.superdeal.com,n/a,legit
admin.volunteerindirectpairs.zero,zoreo,dga
mail.dealnews.com,n/a,legit
www.clarafamousstephaniecomic.rio,zoreo,dga
dizzcloud.com,n/a,legit
m.volkswagen.at,n/a,legit
dev.cherry123.com,n/a,legit
1h8rup81qnigyy159vn6eg3l752.org,newgoz,dga
www.morningpost.com.cn,n/a,legit
1av4w6knmpujb11jqmiigmowcr.org,newgoz,dga
citationsdoctorfloyd.dj,zoreo,dga
lifestyle.co.il,n/a,legit
ougwxfuksrpqrr.ru,cryptolocker,dga
www.editorialsitalianoimprovement.mint,zoreo,dga
xjoeruiowflmvwj.ru,cryptolocker,dga
ns1.nerdnudes.com,n/a,legit
savj16gcn59ksepwqwzaxk06.org,newgoz,dga
mail.travesta.de,n/a,legit
streamsex.com,n/a,legit
cz8z7g8h5iiubs169v10f0snd.com,newgoz,dga
screenshotsdisorderadvice.dm,zoreo,dga
westwing.es,n/a,legit
clubintrigo.com,n/a,legit
kunoyqdwrfkge.ru,cryptolocker,dga
elkhadra.com,n/a,legit
fancrew.jp,n/a,legit
9dvtxc1q1tzpd17vjdv61czcbq.com,newgoz,dga
m.addictionteacherdeniedstatement.ai,zoreo,dga
dev.gigabyte.vn,n/a,legit
billingjapan.co.jp,n/a,legit
callawaygolf.com,n/a,legit
www1.massivecams.com,n/a,legit
animeanime.de,n/a,legit
vmfstnukoglkaw.ru,cryptolocker,dga
ns1.taijcnpnussonjkvfycanf.ru,goz,dga
